"Q1Ahead_error","1h_forecast_revision","Q2Ahead_error","2h_forecast_revision","Q3Ahead_error","3h_forecast_revision"
-0.693333333,-1.1,-0.833333333,-1.5,-1.103333333,-1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.56,0.2,0.846666667,0.4,0.976666667,0.25
NA,NA,NA,NA,NA,NA
-2.483333333,NA,-3.793333333,NA,-4.193333333,NA
1.14,0,0.300000000000001,-0.5,NA,NA
-0.699999999999999,1,-0.83,NA,-0.703333333,NA
-0.0800000000000001,-0.75,0.0466666670000002,-0.75,0.0700000000000003,-0.75
1.196666667,0.299999999999999,1.42,0.4,-0.396666667,0.5
-0.893333333000001,-3.2,-0.893333332999999,-3.4,-0.903333333000001,-3.2
0.906666667000001,-1.8,0.396666667,-1.3,0.74,-1.2
0.396666667,0,0.84,-0.0999999999999996,0.200000000000001,-0.300000000000001
1.34,0.2,0.800000000000001,-0.300000000000001,0.67,-0.699999999999999
0.653333333,-0.8,1.06,-0.899999999999999,1.346666667,-0.899999999999999
-0.593333332999999,NA,-0.603333333,NA,0.640000000000001,NA
0.946666667,-1.55,1.74,-1.1,1.25,-1.05
1.14,0.6,1.1,0.15,1.77,-0.25
-0.0999999999999996,1.2,0.369999999999999,1.4,1.096666667,0.899999999999999
0.17,0.199999999999999,1.096666667,0,1.82,-0.6
0.56,-2.3,0.206666666999999,-2.1,0.0666666670000007,-1.8
-0.693333333,0.899999999999999,-1.033333333,1.1,-1.503333333,0.300000000000001
-0.760000000000001,0,-1.376666667,0.4,-1.146666667,0.0999999999999996
0.436666667000001,-0.510000000000001,0.556666667,-0.680000000000001,0.843333332999999,-0.64
0.576666667,-0.0199999999999996,0.763333332999999,0.0800000000000001,0.333333333,0.13
0.243333333,0.52,-0.0366666670000004,0.37,-0.376666666999999,0.39
-0.476666667,0.44,-0.866666667,0.49,-0.14,0.149999999999999
0.583333333000001,-1.45,1.06,-1.2,1.89,-0.7
0.526666667,1.2,1.14,1.3,0.81,1.3
-0.556666667,0.5,-0.0466666670000002,0.2,0.46,0.2
-0.123333333,0.2,-1.26,0.2,-2.106666667,0.0999999999999996
-0.86,-0.399999999999999,-1.806666667,-0.3,-2.42,-0.300000000000001
-0.306666667,-1.5,-0.62,-1.8,-1.516666667,-1.7
0.0800000000000001,-0.7,-0.816666667,-0.7,-1.33,-0.8
-0.616666667,-0.2,-0.83,-0.5,-1.14,-0.7
-0.13,-0.7,-0.34,-0.8,-0.533333333,-1.1
0.0600000000000001,-0.4,-0.0333333329999999,-0.5,-0.296666667,-0.6
-0.133333333,0.1,-0.396666667,0.1,-0.64,0
-0.096666667,-0.3,-0.24,-0.4,-0.256666667,-0.7
-0.14,-0.0999999999999996,NA,NA,NA,NA
0.343333333,NA,0.986666667,NA,1.376666667,NA
0.586666667,0.4,0.976666667,0.4,1.68,0.3
0.376666667,0.6,0.680000000000001,1,1.136666667,1
0.58,0.100000000000001,0.536666667,0.600000000000001,0.196666667,0.5
0.136666667,0.399999999999999,-0.503333333,0.699999999999999,-0.133333333,0.3
0.26,-0.2,0.23,-0.5,0.52,-0.7
0.33,-0.100000000000001,0.319999999999999,0.2,0.596666667,0.2
0.52,-0.2,0.696666667,-0.0999999999999996,0.576666667,-0.3
0.096666667,0.6,-0.123333333,0.699999999999999,-0.340000000000001,0.7
-0.423333333,0.300000000000001,-0.44,0.0999999999999996,-0.853333333,0.300000000000001
-0.653333333,0.2,-0.81,0.5,-0.746666667,0.2
-0.21,-0.600000000000001,-0.346666667,-0.399999999999999,-0.523333333,-0.6
-0.0466666669999993,-0.300000000000001,-0.323333333,-0.2,-0.576666667,0.2
-0.546666667,-0.2,-0.0933333330000004,-0.0999999999999996,0.153333333,-0.3
0.16,0.0200000000000005,0.443333333,0.119999999999999,1.14,-0.04
0.0233333330000001,0.42,0.39,0.75,0.603333332999999,0.63
-0.13,-0.9,-1.293333333,-1,-1.48,-1.1
1.106666667,-3,1.396666667,-3.5,1.64,-3.5
0.67,-1,1.296666667,-0.75,1.32,-0.5
-1.496666667,0.550000000000001,-2.316666667,0.5,-3.34,0.550000000000001
0.506666667000001,-3.5,-1.203333333,-1.2,-0.76,0
0.970000000000001,-0.300000000000001,1.696666667,0.0999999999999996,2.07,0
0.896666667,0.800000000000001,1.57,0.5,0.303333332999999,-0.0500000000000007
-0.129999999999999,1.7,-2.146666667,2.45,-3.166666667,2.6
-1.996666667,-0.149999999999999,-3.016666667,-0.15,-4.04,0
1.09,1.11,0.460000000000001,1.26,0.93,1.41
-0.25,0.710000000000001,0.380000000000001,0.549999999999999,1.416666667,0.370000000000001
0.57,-0.19,1.496666667,-0.0800000000000001,2.22,-0.33
1.076666667,0.42,1.78,0.44,0.483333332999999,0.220000000000001
-0.44,-0.6,-0.993333333,-0.200000000000001,-1.033333333,-0.300000000000001
0.056666667,-1.05,0.016666667,-1.05,-0.503333333,-1.1
-0.333333333,0.35,-1.003333333,0.5,-1.96,0.6
-0.203333333,-0.800000000000001,-1.16,-0.8,-2.176666667,-0.499999999999999
-0.46,-0.7,-1.276666667,-0.9,-1.646666667,-0.8
-0.776666667,-0.5,-1.096666667,-0.55,-1.263333333,-0.4
0.51,0.65,1.026666667,0.75,2.04,0.4
0.826666667,0.2,1.84,0.2,1.81,0.3
0.239999999999998,1.6,-0.0899999999999999,1.9,-0.256666666999999,1.7
-0.49,0.4,-1.056666667,0.800000000000001,-0.546666666999999,0.299999999999999
-0.256666666999999,-0.800000000000001,-0.346666667,-0.199999999999999,-0.140000000000001,0
-0.246666667,-0.0999999999999996,-0.24,0.0999999999999996,-0.0533333329999994,0.0999999999999996
-0.423333333,-0.600000000000001,-1.36,-0.5,-2.106666667,-0.4
-1.06,-0.300000000000001,-1.806666667,-0.3,-2.22,-0.3
-1.206666667,-0.600000000000001,-1.62,-0.600000000000001,-2.416666667,-0.4
-0.22,-1.4,-1.016666667,-1.4,-1.13,-1.4
-0.916666667,-0.0999999999999996,-1.03,-0.100000000000001,-1.34,0.0999999999999996
-0.0333333329999999,-0.3,0.00333333300000005,-0.3,-0.14,-0.2
-0.096666667,0.1,-0.14,0,0.0433333329999996,-0.0999999999999996
-0.14,0,-0.056666667,0.0999999999999996,0.586666667,0
0.0433333329999996,-0.0999999999999996,0.686666667,-0.1,0.976666667,0
0.586666667,0.1,0.876666667,0.1,1.48,0.2
-0.433333333,-0.44,-0.44,-0.54,-0.87,-0.100000000000001
0.0533333329999994,0.600000000000001,0.350000000000001,0.5,0.843333332999999,0.3
-1.34,-1.1,-2.03,-0.899999999999999,-3.493333333,-0.6
-0.656666667,0.02,-0.966666667,-0.4,-1.243333333,-0.55
-0.366666667,-0.6,-0.743333333,-0.5,-1.01,-0.85
-0.243333333,-0.5,-0.66,-0.35,-1.07,-0.2
-0.46,-0.2,-0.77,-0.3,-1.183333333,-0.1
-0.37,-0.4,-0.683333333,-0.5,-0.983333333,-0.6
0.076666667,-0.1,0.286666667,0,0.206666667,0.4
0.186666667,0.1,0.506666667,-0.3,0.636666667,-0.3
0.0633333330000001,0.2,0.16,0.2,0.426666667,0.1
-0.04,0.2,0.126666667,0.3,0.493333333,0.3
0.103333333,0.3,0.206666666999999,0.4,0.203333333,0.4
0.00666666699999929,0.2,0.00333333299999961,0.2,0.183333333,0.3
-0.686666667,-1.1,-0.826666667,-1.2,-0.943333333,-1.3
0.0233333330000001,-1.6,-0.346666667,-1.5,-0.263333332999999,-1.5
0.353333333,-0.7,0.0366666670000004,-0.3,-0.343333333,0.2
0.536666667,-0.5,0.406666667,-0.75,0.543333333,-1
-0.0933333330000004,0.5,0.293333333,0.25,-0.236666667,0.529999999999999
0.0433333329999996,0.25,-0.136666667,-0.0999999999999996,-0.526666667,0
-0.386666667,0.25,-0.276666667,-0.25,0.21,-0.25
-0.526666667,0.25,0.46,-0.25,1.01,-0.25
0.71,-0.25,1.01,0,1.476666667,0.75
0.51,0.5,0.976666667,0.5,1.54,0.5
-0.0233333330000001,1,0.789999999999999,0.75,0.61,0.55
0.539999999999999,0.25,0.41,0.2,-0.406666667,0.35
-0.34,0.75,-1.156666667,0.75,-1.596666667,1
0.26,-0.5,0.246666667,-0.5,-0.273333333,-0.5
-0.553333333,0.800000000000001,-1.023333333,0.75,-1.71,0.949999999999999
-0.66,-0.25,-1.076666667,-0.630000000000001,-1.446666667,-0.58
-0.436666667,-0.64,-0.796666667,-0.649999999999999,-0.813333332999999,-0.550000000000001
-0.716666667,-0.24,-0.930000000000001,-0.22,-1.073333333,0
-0.0600000000000005,-0.87,-0.433333332999999,-0.640000000000001,-1.48,-0.54
-0.283333333,-0.149999999999999,-1.3,-0.18,-2.176666667,-0.0199999999999996
-0.6,-0.7,-1.386666667,-0.79,-1.72,-0.909999999999999
-0.626666666999999,-0.760000000000001,-0.82,-0.9,-1.526666667,-1.12
-0.22,-0.6,-1.076666667,-0.45,-1.42,-0.43
-0.596666667,-0.48,-0.84,-0.58,-1.21,-0.61
-0.2,-0.64,-0.46,-0.75,-0.723333333,-0.74
-0.15,-0.31,-0.343333333,-0.38,-0.516666667,-0.49
0.0266666670000002,-0.37,-0.106666667,-0.41,-0.43,-0.3
-0.00666666699999974,-0.1,0,-0.43,-0.00666666700000018,-0.61
-0.0899999999999999,0.0899999999999999,-0.0666666670000002,0.0600000000000001,0.486666667,-0.0699999999999998
0.133333333,-0.2,0.936666667,-0.45,1.026666667,-0.18
0.350000000000001,0.5,0.586666666999999,0.48,0.176666667,0.57
-0.0233333330000001,0.609999999999999,-0.483333333,0.66,-0.963333333,0.41
-0.683333333,0.2,-1.303333333,0.34,-1.82,0.36
-0.593333333,-0.71,-0.79,-1.03,-1.14,-1.05
-0.390000000000001,-0.399999999999999,-0.510000000000001,-0.63,-0.45,-0.54
-0.33,-0.180000000000001,-0.11,-0.34,-0.0533333330000003,-0.34
0,-0.11,-0.0133333330000003,-0.04,-0.253333333,0.0600000000000005
-0.0333333329999999,0.0199999999999996,-0.283333333,0.0299999999999994,-0.36,0.0800000000000001
-0.313333333,0.0300000000000002,-0.46,0.0999999999999996,-0.683333333,0.170000000000001
-0.180000000000001,-0.279999999999999,-0.383333332999999,-0.300000000000001,-0.483333333,-0.0899999999999999
-0.123333333,-0.26,-0.183333333,-0.3,-0.28,-0.0999999999999996
-0.313333333,0.13,-0.43,0.149999999999999,-0.446666667,0.0700000000000003
-0.16,-0.27,-0.106666667,-0.34,-0.103333333,-0.39
-0.136666667,0.0300000000000002,-0.253333333,0.15,-0.426666667,0.22
-0.193333333,-0.0600000000000005,-0.356666667,-0.0700000000000003,-0.936666667000001,-0.0199999999999996
-0.016666667,0.319999999999999,0.220000000000001,0.23,0.823333333,-0.04
-0.576666667,0,-0.56,0.62,-0.553333332999999,1.03
0.0599999999999996,-0.62,0.0766666670000005,-0.63,-0.86,-0.43
0.0766666670000005,0,-0.56,-0.300000000000001,-1.506666667,-0.0999999999999996
-0.56,0,-1.506666667,0,-1.62,0
-0.706666666999999,-0.800000000000001,-0.82,-0.8,-1.516666667,-0.9
-0.82,0,-1.516666667,0,-1.73,0
-0.34,0,-0.633333333,0.2,-0.496666667,0.3
-0.24,-0.1,-0.156666667,NA,0.586666667,NA
-0.156666667,0,0.586666667,0,0.876666667,0
0.586666667,0,0.976666667,-0.1,1.58,-0.0999999999999996
0.476666667,0.5,1.18,0.399999999999999,1.436666667,0.6
0.58,0.600000000000001,0.736666667,0.7,0.696666667,0.5
-0.433333333,-0.7,-1.34,-0.2,-1.97,0
-0.223333333,0,-0.140000000000001,0,0.146666667,0
-0.366666667,-0.6,-0.743333333,-0.8,-1.06,-1
-0.143333333,-0.6,-0.36,-0.7,-0.77,-0.7
-0.36,0,-0.77,0,-0.983333333,0
-0.383333333,-0.2,-0.423333333,-0.4,-0.313333333,-0.5
0.00666666699999929,0.300000000000001,0.103333333,0.0999999999999996,0.283333333,0.100000000000001
-0.263333333,0.4,-0.296666666999999,0.0999999999999996,-1.01,0
-0.496666667,0.2,-1.21,0.199999999999999,-2.356666667,0
-0.46,-0.63,-1.206666667,-0.65,-1.8,-0.48
-0.816666667,-0.39,-1.37,-0.430000000000001,-2.296666667,-0.33
-0.43,-0.94,-1.416666667,-0.88,-1.71,-0.85
-1.176666667,0,-1.34,0.4,-1.623333333,0.8
-0.24,-1.1,-0.123333333,-1.5,-1.06,-1.2
-0.123333333,0,-1.16,0.100000000000001,-2.206666667,0.3
-1.06,-0.100000000000001,-1.906666667,-0.3,-2.32,-0.3
-1.106666667,-0.8,-1.62,-0.7,-2.316666667,-1
-0.32,-1.3,-1.516666667,-0.800000000000001,-1.63,-0.8
-1.116666667,-0.399999999999999,-1.33,-0.3,-1.74,-0.149999999999999
-0.13,-1.2,-0.84,-0.9,-0.833333333,-0.8
-0.24,-0.6,-0.533333333,-0.3,-0.696666667,-0.5
0.0666666670000002,-0.6,-0.496666667,-0.2,-0.84,-0.1
-0.356666667,-0.14,-0.78,-0.0600000000000001,-0.906666667000001,-0.0499999999999998
0.0600000000000001,-0.84,-0.00666666700000018,-0.9,0.736666667,-0.88
0.143333333,-0.15,0.906666667,-0.17,1.296666667,-0.32
0.636666667,0.27,1.076666667,0.22,1.63,-0.0100000000000002
1.076666667,0,1.38,0.25,1.536666667,0.3
0.58,0.8,0.736666667,0.8,0.296666667,0.899999999999999
-0.363333333,1.1,-1.003333333,1.3,-1.033333333,0.5
-0.403333333,-0.6,-0.633333333,-0.4,-0.74,0.0999999999999996
-0.433333333,-0.2,-0.74,0,-1.07,0.0999999999999996
0.0599999999999996,-0.8,-0.27,-0.8,0.0199999999999996,-0.8
-0.67,0.399999999999999,-0.180000000000001,0.2,-0.00333333299999961,0.5
0.289999999999999,-0.47,0.586666667,-0.59,0.436666667,-0.66
-0.0133333330000003,0.600000000000001,-0.163333333,0.6,-0.12,0.6
-0.0233333330000001,-0.14,-0.140000000000001,0.0200000000000005,-0.353333333,0.390000000000001
-0.24,0.0999999999999996,-0.653333333,0.3,-0.753333333,0.399999999999999
-0.0533333329999994,-0.600000000000001,-0.153333333,-0.6,-0.41,0
-0.376666667,0.2,-1.446666667,0.4,-1.393333333,0
-1.046666667,-0.4,-1.093333333,-0.3,-0.946666667000001,-0.5
0.506666667,-1.6,0.753333333,-1.7,0.850000000000001,-1.7
0.153333333,0.6,0.15,0.7,0.343333332999999,0.7
0.25,-0.0999999999999996,0.643333332999999,-0.3,0.92,-0.300000000000001
0.0433333329999996,0.6,0.319999999999999,0.600000000000001,0.513333332999999,0.600000000000001
0.319999999999999,0,0.513333332999999,0,0.916666667,0
0.213333333,0.3,0.216666667,0.7,0.216666667,0.899999999999999
0.016666667,0.2,0.016666667,0.2,-1.183333333,0.2
0.016666667,0,-1.183333333,0,-2.34,0
-1.183333333,0,-2.34,0,-2.63,0
-1.393333333,-0.3,-1.88,-0.5,-2.386666667,-0.600000000000001
-0.28,-1.6,-0.486666667,-1.9,-1.556666667,-0.899999999999999
-0.386666667,-0.1,-1.556666667,0,-2.366666667,-0.0999999999999996
-1.156666667,-0.4,-1.766666667,-0.6,-2.143333333,-1.2
-0.666666667,-1.1,-1.043333333,-1.1,-1.16,-1.3
-0.443333333,-0.6,-0.56,-0.6,-0.87,-0.9
-0.26,-0.3,-0.57,-0.3,-0.783333333,-0.3
-0.57,0,-0.783333333,0,-1.383333333,0
-0.283333333,-0.5,-0.583333333,-0.8,-0.523333333,-0.7
0.0833333329999997,-0.3,0.0366666669999995,-0.5,-0.196666667,-0.7
-0.161333333,0.198,-0.373666666999999,0.177,-1.283,0.173
-0.596666667,0.223000000000001,-1.51,0.227,-2.856666667,0.232
-0.273333333,-1.884,-0.406666667,-1.879,-1.803333333,-2.107
0.456333333,-0.863,-1.169333333,-0.634,-2.329666667,-0.657
-1.463333333,0.294,-1.974666667,-0.355,-2.442666667,-0.355
-0.759666667,-1.215,-0.795666667,-1.647,-1.456333333,-1.648
-0.599333333,-0.03,-1.318333333,0,-1.753333333,0
-0.416333333,-0.902,-1.753333333,0,-1.743333333,0
-1.753333333,0,-1.743333333,0,-1.963333333,-0.0379999999999998
-1.743333333,0,-1.763333333,-0.2,-2.011333333,-0.462
-0.813333333,-0.95,-1.298333333,-0.713,-1.616333333,-0.95
-0.111333333,-1.187,-0.191333333,-1.425,-0.689666667,-1.662
-0.191333333,0,-0.689666667,0,-1.174666667,0
-0.476666667,-0.213,-1.186666667,0.012,-1.333333333,-0.0250000000000001
-0.224666667,-0.962,-0.171333333,-1.162,-0.151333333,-1.462
-0.076333333,-0.095,-0.056333333,-0.095,-0.371666667,0
-0.013333333,-0.043,-0.096666667,-0.275,-0.413333333,-0.213
0.00333333299999999,-0.1,-0.113333333,-0.3,-0.413333333,-0.2
-0.013333333,-0.1,-0.113333333,-0.3,-0.15,-0.5
-0.113333333,0,-0.15,0,-0.166666667,0
-0.15,0,-0.166666667,0,-0.436666667,0
-0.204666667,0.038,-0.411666667,-0.025,-0.903333333,-0.05
-0.109666667,0,-0.116333333,0,-0.119666667,0
-0.116333333,0,-0.119666667,0,-0.448333333,0
-0.24,-1.18,-0.523333333,-1.08,-1.66,-0.59
-0.123333333,-0.4,-0.96,-0.7,NA,NA
-1.46,0.5,-2.206666667,NA,-2.72,NA
-1.206666667,-1,-1.72,-1,-2.616666667,-0.8
-0.32,-1.4,-1.016666667,-1.6,-1.13,-1.6
-0.816666667,-0.2,-1.03,-0.100000000000001,NA,NA
-0.33,-0.7,-0.64,NA,-0.833333333,NA
-0.34,-0.3,-0.733333333,-0.0999999999999996,-0.996666667,0
-0.696666667,-0.22,-1.03,-0.15,-1.79,0.25
-0.23,-0.8,-0.64,-1.15,-1.183333333,-0.949999999999999
-0.14,-0.5,-0.583333333,-0.600000000000001,-1.096666667,-0.550000000000001
0.376666667,-0.15,0.930000000000001,-0.15,1.136666667,-0.15
0.48,0.45,0.636666667,0.5,0.296666667,0.45
0.436666667,0.2,-0.203333333,0.5,-0.633333333,0.65
-0.453333333,0.25,-0.633333333,0,-0.69,-0.35
-0.483333333,-0.15,-0.640000000000001,-0.0499999999999998,-1.02,0
-0.0899999999999999,-0.550000000000001,-0.37,-0.65,-0.0800000000000001,-0.9
-0.0700000000000003,-0.3,-0.0800000000000001,0,-0.00333333299999961,0
0.42,-0.5,0.396666667,-0.399999999999999,0.176666667,-0.2
0.02,-0.73,-0.796666667,-0.78,-1.07,-0.83
-0.616666667,-0.18,-0.69,-0.38,-1.03,-0.39
-0.04,-0.65,-0.3,-0.73,-0.533333333,-0.75
-0.170000000000001,-0.649999999999999,-0.253333333,-0.66,-1.12,-0.67
-0.123333333,-0.13,-1.16,0.04,-2.106666667,0.26
0.0900000000000003,-1.33,-0.576666667,-1.52,-0.73,-1.5
-0.796666667,0.22,-0.94,0.21,-1.14,0.149999999999999
-0.17,-0.77,-0.37,-0.77,-0.463333333,-0.77
-0.0100000000000002,-0.36,-0.113333333,-0.35,-0.286666667,-0.5
-0.173333333,0.0600000000000001,-0.276666667,-0.0100000000000002,-0.34,0.1
-0.00666666699999974,-0.27,0.21,-0.55,0.373333333,-0.53
-0.02,0.23,-0.076666667,0.45,0.506666667,0.61
0.0933333329999999,-0.17,0.716666667,-0.21,0.876666667,0
0.706666667,0.00999999999999979,1.056666667,-0.18,1.63,-0.02
0.306666667,0.75,0.970000000000001,0.66,1.296666667,0.77
-0.733333333,0.17,-0.983333333,0.00999999999999979,-0.94,-0.19
-0.303333333,-0.68,-0.69,-0.25,-1.23,0.11
0.0599999999999996,-0.75,-0.27,-0.96,-0.15,-0.98
-0.17,-0.100000000000001,-0.04,-0.11,0.0266666669999998,-0.0999999999999996
0.0599999999999996,0.0300000000000002,0.0466666670000002,0.0300000000000002,0.0466666670000002,0.0300000000000002
0.0366666670000004,0.00999999999999979,0.0366666670000004,0.00999999999999979,0.0800000000000001,0.00999999999999979
-0.453333333,0.49,-0.41,0.49,-0.256666666999999,0.3
0.0499999999999998,-0.46,0.0433333330000005,-0.3,-0.0533333330000003,-0.0899999999999999
0.0533333330000003,-0.00999999999999979,-0.0233333330000001,-0.0300000000000002,-0.176666667,-0.04
-0.0833333329999997,0.0599999999999996,-0.236666667,0.0599999999999996,-0.806666667,0.0599999999999996
-0.206666667,-0.0299999999999994,-0.776666667000001,-0.0299999999999994,-0.623333333000001,-0.0299999999999994
-0.726666667000001,-0.0499999999999998,-0.573333333000001,-0.0499999999999998,-0.526666667000001,-0.0499999999999998
0.156666667,-0.73,0.203333333,-0.73,0.4,-0.73
-1.14,-1.4,-1.63,-1.4,-2.893333333,-1.4
-0.36,-1.27,-1.623333333,-1.27,-1.81,-1.27
-1.343333333,-0.28,-1.53,-0.28,-1.536666667,-0.28
-0.03,-1.5,-0.236666667,-1.3,-0.956666667,-0.85
0.0233333330000001,-0.26,-0.576666667,-0.38,-1.716666667,-0.27
0.371666667,0.115,0.659666667,0.327,0.866666667,0.42
-0.00666666700000018,0.41,0.18,0.31,0.426666667,0.13
-0.0700000000000003,0.25,0.176666667,0.25,0.533333333,0.26
-0.0733333329999999,0.25,0.113333333,0.42,0.353333333,0.29
0.103333333,0.00999999999999979,0.143333333,0.21,0.346666667,0.21
0.0233333330000001,0.12,0.136666667,0.21,0.133333333,0.21
0.136666667,0,0.133333333,0,0.223333333,0
-0.223333333,0,-0.646666667,0,-1.55,0
-0.646666667,0,-1.55,0,-2.886666667,0
-1.33,-0.220000000000001,-2.696666667,-0.19,-3.133333333,-0.17
-1.956666667,-0.74,-2.373333333,-0.76,-2.606666667,-0.680000000000001
-0.383333333,-1.99,-0.826666667,-1.78,-2.423333333,-1.38
0.253333333,-1.08,-1.253333333,-1.17,-1.556666667,-1.4
-1.503333333,0.25,-1.886666667,0.33,-2.526666667,0.26
-0.486666667,-1.4,-0.526666667,-2,-0.543333333,-2.55
-0.126666667,-0.4,-0.273333333,-0.27,-0.373333333,-0.27
-0.053333333,-0.22,-0.173333333,-0.2,-0.143333333,-0.18
-0.143333333,-0.03,-0.113333333,-0.03,-0.093333333,-0.03
-0.073333333,-0.04,-0.073333333,-0.02,-0.093333333,-0.01
0.00666666699999999,-0.08,-0.033333333,-0.06,-0.083333333,-0.06
-0.283333333,0.25,-0.303333333,0.22,-0.333333333,0.18
-0.053333333,-0.25,-0.103333333,-0.23,-0.213333333,-0.44
-0.053333333,-0.05,-0.173333333,-0.04,-0.226666667,-0.06
-0.143333333,-0.03,-0.206666667,-0.02,-0.346666667,0.08
-0.126666667,-0.08,-0.296666667,-0.05,-0.533333333,-0.1
-0.059133333,-0.0942,-0.0838,-0.1362,-0.083766667,-0.1729
-0.0291,-0.0547,-0.047466667,-0.0363,-0.017266667,-0.0393
-0.087566667,0.0401,-0.047666667,0.0304,-0.060233333,0.0254
0.033333333,-0.081,0.016666667,-0.0769,0.003333333,-0.1008
-0.013333333,-0.0748,-0.03,-0.1998,-0.19,-0.2647
-0.08,0.05,-0.23,0.04,-0.396666667,0.01
-0.05,-0.18,-0.166666667,-0.23,-0.233333333,-0.34
-0.166666667,0,-0.233333333,0,-0.503333333,0
NA,NA,NA,NA,NA,NA
-0.01,0.02,0.29,-0.14,0.236666667,-0.0299999999999999
0.39,-0.1,0.236666667,0,0.206666667,-0.1
-0.0633333330000001,0.3,-0.0933333330000001,0.3,0.26,0.1
-0.0933333330000001,0,0.26,0,0.24,0
0.26,0,0.54,-0.3,0.54,-0.3
0.14,0.4,0.14,0.4,0.216666667,0.3
-0.16,0.3,0.016666667,0.2,-0.113333333,0.2
-0.0833333330000001,0.1,-0.113333333,0,-0.4,0
-0.213333333,0.1,-0.5,0.0999999999999996,-0.92,0.1
0.159999999999999,-1.2,0.176666667,-1.4,-0.86,-1.5
0.0766666670000005,0.0999999999999996,-0.96,0.0999999999999996,-1.806666667,0.100000000000001
-0.76,-0.2,-1.606666667,-0.2,-2.02,-0.2
-0.506666667,-1.1,-0.82,-1.2,-1.616666667,-1.2
-0.13,-0.7,-0.44,-0.7,-0.633333333,-0.7
0.11,-0.55,-0.0833333329999997,-0.55,-0.296666667,-0.5
-0.220000000000001,-1.2,-0.303333332999999,-1.15,-1.27,-0.970000000000001
0.0766666670000005,-0.38,-1.06,-0.21,-2.006666667,-0.0299999999999994
-0.87,-0.19,-1.596666667,-0.41,-1.95,-0.57
-0.916666666999999,-0.680000000000001,-1.31,-0.64,-2.106666667,-0.59
-0.11,-0.41,-0.253333333,-0.39,-0.466666667,-0.3
-0.340000000000001,0,-0.623333333,0,-1.66,0
-0.223333332999999,-0.4,-0.86,-0.8,-1.406666667,-1.1
-0.56,-0.300000000000001,-1.106666667,-0.3,-1.32,-0.3
-0.906666667,-0.2,-1.22,-0.0999999999999996,-2.016666667,0
-1.62,0.399999999999999,-2.216666667,0.2,-2.13,-0.0999999999999996
-0.666666667,-1.55,-0.68,-1.45,-0.74,-1.4
-0.23,-0.45,-0.54,-0.2,-0.633333333,-0.0499999999999998
-0.29,-0.25,-0.283333333,-0.35,-0.346666667,-0.25
0.216666667,-0.5,0.253333333,-0.6,0.21,-0.6
0.353333333,-0.1,0.51,-0.3,0.693333333,-0.5
0.21,0.3,0.493333333,0.2,1.236666667,0.1
0.143333333,0.35,0.986666667,0.25,1.576666667,0.0499999999999998
0.186666667,0.8,0.676666667,0.9,1.58,0.8
0.276666667,0.4,1.28,0.3,1.936666667,0.3
0.78,0.5,1.486666667,0.45,1.596666667,0.5
-0.783333333000001,-0.199999999999999,-1.19,0.600000000000001,-1.82,1.4
-0.24,-0.95,-0.57,-1.25,-0.73,-1
-0.573333333,0.67,-0.590000000000001,1.05,-0.553333332999999,0.72
-0.340000000000001,-0.25,-0.253333333,-0.3,-0.153333333,-0.399999999999999
-0.153333333,-0.0999999999999996,-0.153333333,0,0.0899999999999999,-0.0999999999999996
-0.433333333,0.28,-0.62,0.71,-0.516666667,0.67
-0.21,-0.41,0.153333333,-0.67,0.376666667,-0.28
0.0533333330000003,0.0999999999999996,-0.0233333330000001,0.4,-0.176666667,0.0999999999999996
-0.123333333,0.0999999999999996,-0.276666667,0.0999999999999996,-0.846666667,0.0999999999999996
-0.266666667,-0.00999999999999979,-0.906666667000001,0.0600000000000005,-1.103333333,0.41
-0.846666667,-0.0600000000000005,-0.993333333000001,-0.109999999999999,-1.146666667,-0.11
0.0500000000000007,0.3,0.443333333,0.3,0.92,0.3
0.143333332999999,0.300000000000001,0.52,0.4,0.613333333,0.5
-0.340000000000001,-0.6,-0.373333333,-0.6,-0.96,-0.75
-0.0233333330000001,-0.35,-0.76,-0.2,-1.406666667,-0.100000000000001
-0.44,-0.5,-0.523333333,-0.85,-1.96,-0.5
-0.723333332999999,0.199999999999999,-1.86,-0.0999999999999996,-2.906666667,0
-1.56,-0.300000000000001,-2.606666667,-0.3,-3.02,-0.5
-0.606666667,-2,-1.22,-1.8,-2.016666667,-1.7
-0.22,-1,-0.916666667,-1.1,-1.43,-1.4
-0.916666667,0,-1.18,-0.25,-1.94,0
-0.23,-0.95,-0.54,-1.4,-1.033333333,-1.1
-0.04,-0.5,-0.233333333,-0.8,-0.596666667,-0.65
-0.433333333,0.2,-0.596666667,0,-0.94,0
-0.096666667,-0.5,-0.0899999999999999,-0.85,0.0433333329999996,-0.899999999999999
0.0100000000000002,-0.1,0.0433333329999996,0,0.736666667,0
0.193333333,-0.15,0.886666667,-0.15,1.326666667,-0.35
0.586666667,0.3,0.876666667,0.45,1.48,0.4
0.226666667,0.65,0.53,0.95,0.986666667,0.91
-0.653333333,1.25,-0.883333333,1.5,-0.74,1.5
-0.233333333,-0.65,-0.24,-0.5,-0.32,-0.65
-0.54,-0.5,-0.523333333,-0.6,-1.56,-0.100000000000001
-0.423333333,-0.100000000000001,-1.36,-0.199999999999999,-2.306666667,-0.0999999999999996
