"Q1Ahead_error","h1_forecast_revision","Q2Ahead_error","h2_forecast_revision","Q3Ahead_error","h3_forecast_revision","ID","Date_number"
-0.883333332999999,-0.4,-2.393333333,-0.6,-2.693333333,-0.299999999999999,3,4
-0.793333333,-1.6,-0.393333332999999,-2.3,-0.403333333000001,-2.2,3,5
1.01333333,1.8,1.52,2.7,-0.383333332999999,2,4,2
NA,NA,NA,NA,NA,NA,5,2
NA,NA,NA,NA,NA,NA,5,3
NA,NA,NA,NA,NA,NA,5,4
-0.593333333,NA,-0.593333332999999,NA,-0.603333333,NA,5,5
-0.393333332999999,-0.199999999999999,-0.503333333,-0.0999999999999996,0.84,-0.899999999999999,5,6
1.096666667,-1.6,1.44,-0.600000000000001,0.9,-0.699999999999999,5,7
1.39,0.0499999999999998,0.9,0,1.07,0.0999999999999996,5,8
NA,NA,NA,NA,NA,NA,5,9
0.369999999999999,NA,1.296666667,NA,2.02,NA,5,10
-1.796666667,0.799999999999999,-2.716666667,0.9,-3.74,0.899999999999999,5,13
-0.816666667,-1.9,-2.34,-1.4,-3.593333333,-0.9,5,14
0.42,1.5,-2.683333333,1.6,-3.093333333,1,9,3
-1.683333333,-1,-3.093333333,0,-1.893333333,-1,9,4
-1.093333333,-2,-1.393333333,-0.5,-0.603333333,0,9,5
0.306666667000001,-1.7,0.396666667,-1,1.14,-1,9,6
0.196666667000001,0.199999999999999,0.640000000000001,0.5,0.300000000000001,0.9,9,7
0.74,-0.0999999999999996,0.600000000000001,-0.300000000000001,0.970000000000001,0.199999999999999,9,8
0.600000000000001,0,0.970000000000001,0,1.296666667,0,9,9
NA,NA,NA,NA,NA,NA,9,10
0.596666667000001,NA,1.32,NA,0.00333333299999872,NA,9,11
0.720000000000001,0.6,-0.596666667000001,0.6,-1.016666667,0.6,9,12
-0.94,-0.4,-1.393333333,-0.5,-1.433333333,-0.5,9,15
-0.0933333330000004,-1.3,-0.233333333,-1.2,-0.603333333,-1.2,9,16
-1.033333333,0.799999999999999,-1.503333333,0.9,-2.46,1,9,17
-0.603333333,-0.9,-1.01,-1.45,-1.676666667,-1.6,9,18
-0.760000000000001,-0.25,-1.376666667,-0.3,-1.646666667,-0.26,9,19
-0.223333332999999,-0.04,0.156666667,-0.0999999999999996,0.443333333,-0.100000000000001,9,22
-0.0433333330000005,0.2,0.193333333,0.25,-0.0366666670000004,0.33,9,23
0.623333333,-0.43,0.433333333,-0.470000000000001,0.123333333000001,-0.4,9,24
0.363333333,0.0700000000000003,0.223333333,-0.0999999999999996,0.41,0,9,25
0.726666667,1.3,1.34,1.4,1.11,1.48,9,29
1.04,0.3,0.91,0.2,0.243333333000001,0.199999999999999,9,30
NA,NA,NA,NA,NA,NA,12,2
-0.303333332999999,NA,0.140000000000001,NA,0.300000000000001,NA,12,7
0.84,-0.699999999999999,0.600000000000001,-0.300000000000001,1.07,0.0999999999999996,12,8
0.800000000000001,-0.199999999999999,0.57,0.5,1.296666667,0.6,12,9
0.17,0.4,0.896666667,0.4,1.62,0.399999999999999,12,10
0.896666667,0,1.42,0.200000000000001,-0.196666667000001,0.199999999999999,12,11
-0.18,1.6,-1.396666667,1.2,-1.916666667,1,12,12
-0.103333333,-0.5,-0.86,-0.35,-1.376666667,-0.3,12,18
0.203333333,-1.6,0.536666667,-1.85,0.556666667,-1.88,12,21
0.536666667,0,0.556666667,0,0.843333332999999,-0.0499999999999998,12,22
-0.143333333,0.7,0.0433333329999996,0.8,-0.236666667,0.8,12,23
-0.206666667,0.25,-0.486666667,0.25,-0.676666667,0.2,12,24
0.81,0.15,1.426666667,0.0999999999999996,2.14,-0.0499999999999998,12,28
-0.556666667,-0.6,-0.946666667,-0.4,-1.04,-0.449999999999999,12,32
-0.446666667,-0.5,-0.44,-0.600000000000001,-0.553333333,-0.6,12,33
0.109999999999999,-0.549999999999999,-0.0533333329999994,-0.500000000000001,-0.423333333,-0.5,12,34
-1.88666667,NA,-2.58,NA,-5.183333333,NA,13,2
0.5,0.200000000000001,0.869999999999999,0.300000000000001,1.596666667,0.299999999999999,13,9
0.57,0.299999999999999,1.296666667,0.300000000000001,2.02,0.200000000000001,13,10
1.296666667,0,1.72,0.299999999999999,0.103333333,0.6,13,11
1.17,0.550000000000001,-0.396666667,0.5,-1.036666667,0.520000000000001,13,12
-1.046666667,0.65,-1.616666667,0.58,-2.29,0.48,13,13
-0.533333333,-0.7,-0.903333333,-0.7,-1.86,-0.699999999999999,13,17
-0.403333333,-0.5,-1.36,-0.5,-2.176666667,-0.399999999999999,13,18
-1.26,-0.0999999999999996,-1.976666667,-0.2,-2.346666667,-0.2,13,19
-1.676666667,-0.3,-2.046666667,-0.3,-1.963333333,-0.3,13,20
-1.946666667,-0.25,-3.066666667,-0.25,-4.04,-0.5,15,13
0.106666667,-2.25,0.166666667,-3.25,-0.353333333,NA,15,16
0.166666667,0,-0.103333333,-0.25,-1.01,-0.0999999999999996,15,17
-0.00333333300000049,-0.0999999999999996,-0.86,-0.15,-1.776666667,-0.100000000000001,15,18
0.253333333,-0.7,0.436666667000001,-0.800000000000001,0.306666667,-0.800000000000001,15,21
0.636666667,-0.199999999999999,0.906666667,-0.6,1.293333333,-0.85,15,22
0.806666667,0.0999999999999996,1.193333333,0.0999999999999996,1.013333333,0.0999999999999996,15,23
0.543333333,0.65,0.0133333330000003,1,-0.376666666999999,1,15,24
-0.236666667,0.25,-0.626666666999999,0.25,-0.39,0.399999999999999,15,25
0.223333333,-0.85,0.96,-1.35,1.51,-1.35,15,26
0.71,0.25,1.36,0.15,1.626666667,0.199999999999999,15,27
0.66,0.699999999999999,1.026666667,0.600000000000001,1.04,0.75,15,28
-0.59,0.6,-1.406666667,0.6,-0.746666667,0.75,15,31
0.993333333000001,-2.4,1.153333333,-1.9,1.26,-0.55,15,32
0.503333333,0.65,0.76,0.5,0.746666667,0.5,15,33
0.56,0.2,0.746666667,0,0.226666667,0,15,34
0.346666667,0.4,0.0766666669999996,0.15,-0.609999999999999,0.0999999999999996,15,35
3.81333333,-4,1.42,-1,-4.683333333,2,16,2
-0.58,2,-3.483333333,-1.2,-4.593333333,-3.5,16,3
-1.683333333,-1.8,-2.093333333,-2.5,-1.893333333,-2.5,16,4
-1.093333333,-1,-0.893333332999999,-1,-1.603333333,0.5,16,5
1.24,0.4,1,-0.2,1.27,-0.6,16,8
0.4,0.600000000000001,0.77,0.5,1.296666667,0.5,16,9
0.57,0.199999999999999,0.796666667,0.5,1.12,0.299999999999999,16,10
2.01333333,-3.3,2.62,-3.4,-0.583333333000001,-2.7,18,2
1.81333333,-2,0.42,-1,-4.183333333,-0.5,19,2
1.42,-1,-2.683333333,-1.5,-4.593333333,-1.5,19,3
-2.783333333,0.0999999999999996,-4.193333333,-0.4,-4.093333333,-1.3,19,4
0.106666667,-4.3,-0.393333332999999,-3.7,-0.803333332999999,-3,19,5
1.506666667,-1.9,2.296666667,-3.1,2.64,-3.5,19,6
0.596666667,1.7,1.34,1.3,1,0.8,19,7
1.14,0.2,0.800000000000001,0.2,1.17,0.2,19,8
-0.5,1.3,0.17,1,0.796666667,1,19,9
0.17,0,0.796666667,0,1.32,0,19,10
0.896666667,-0.0999999999999996,1.42,-0.0999999999999996,-0.196666667000001,0,19,11
0.42,1,-1.396666667,1.2,-2.316666667,1.3,19,12
-1.796666667,0.4,-2.816666667,0.5,-3.84,0.600000000000001,19,13
-1.116666667,-1.7,-2.04,-1.8,-2.693333333,-1.7,19,14
-0.54,-1.5,-1.093333333,-1.6,-1.233333333,-1.9,19,15
-4.193333333,-0.300000000000001,-3.893333333,0.4,-3.203333333,0.0999999999999996,20,5
0.0700000000000003,1.35,-1.346666667,1.24,-1.916666667,1.4,20,12
-1.54,0,-1.993333333,0,-1.833333333,0.5,20,15
-1.893333333,-0.0999999999999996,-1.833333333,0,-2.003333333,0.4,20,16
-0.433333332999999,-1.4,-1.303333333,-0.700000000000001,-2.06,-0.300000000000001,20,17
-0.403333333,-0.899999999999999,-1.06,-0.999999999999999,-1.576666667,-1.4,20,18
-1.06,0,-1.676666667,0.100000000000001,-1.946666667,0.2,20,19
-1.376666667,-0.3,-1.646666667,-0.3,-1.463333333,-0.3,20,20
-0.646666667,-1,-0.663333333,-0.8,-0.543333333000001,-0.899999999999999,20,21
0.513333332999999,-0.17,0.323333333,-0.16,-0.176666667,0.5,20,24
0.31,-0.6,1.01,-0.5,1.726666667,-0.6,20,27
1.21,-0.2,1.826666667,-0.0999999999999996,2.74,-0.3,20,28
1.226666667,0.6,2.24,0.5,2.41,0,20,29
-0.776666667,0.0299999999999994,-0.540000000000001,0.300000000000001,-0.553333333,0.300000000000001,20,33
-0.323333333,0,-0.71,0,-2.176666667,0.199999999999999,20,36
-0.81,0.0999999999999996,-2.176666667,0,-2.64,0.0999999999999996,20,37
-1.266666667,-0.909999999999999,-1.76,-0.879999999999999,-1.953333333,-0.869999999999999,20,38
-1.32,-0.8,-1.816666667,-0.6,-1.83,-0.699999999999999,20,43
-0.13,0.59,-0.133333333,0.7,-0.096666667,0.7,20,46
-0.733333333,0.6,-0.796666667,0.7,-0.64,0.61,20,47
0.0333333329999999,-0.83,0.1,-0.74,0.273333333,NA,20,48
0.1,0,0.263333333,0.00999999999999979,1.006666667,0.00999999999999979,20,49
0.243333333,0.02,1.026666667,-0.02,1.496666667,0.00999999999999979,20,50
0.986666667,0.04,1.276666667,0.22,1.98,0.31,20,51
1.206666667,0.0699999999999998,2.03,-0.0499999999999998,2.456666667,0.22,20,52
-0.103333333,1,-0.523333333,1.09,-0.73,1.09,20,55
-0.533333333000001,0.0100000000000007,-0.75,0.0199999999999996,-1.17,0.0899999999999999,20,56
-0.44,-0.31,-0.78,-0.39,-0.58,-0.5,20,57
-0.78,0,-0.58,0,-0.523333333,0,20,58
-0.25,-0.33,-0.113333333,-0.41,-0.273333333,-0.65,20,59
0.0366666670000004,-0.00999999999999979,0.0199999999999996,0.0800000000000001,-0.016666667,0.0600000000000005,20,64
-0.103333333,0.0200000000000005,-0.266666667,0.0300000000000002,-0.816666667000001,0.0100000000000007,20,67
-0.383333333,-0.21,-0.326666667,-0.19,-0.109999999999999,-0.220000000000001,20,70
0.543333333,0,1.02,0.00999999999999979,1.313333333,-0.199999999999999,20,73
0.89,0.13,1.073333333,0.239999999999999,1.416666667,0.199999999999999,20,74
0.533333333,0.54,0.816666667,0.600000000000001,0.836666667,0.58,20,75
0.476666667,0.34,0.426666667,0.41,-1.183333333,0.8,20,76
0.246666667,0.18,-0.903333333,-0.28,-2.11,-0.130000000000001,20,77
-1.233333333,0.33,-2.37,0.260000000000001,-2.86,0.28,20,78
-2.37,0,-2.87,0.00999999999999979,-4.103333333,-0.19,20,79
-1.69,-1.18,-2.953333333,-1.15,-2.88,-1.4,20,80
-1.823333333,-1.13,-2.08,-0.8,-1.966666667,-0.919999999999999,20,81
-1.37,-0.71,-1.376666667,-0.59,-1.456666667,-0.6,20,82
-0.276666667,-1.1,-0.336666667,-1.12,-0.656666667,-1.12,20,83
-0.116666667,-0.22,-0.416666667,-0.24,-0.593333333,-0.25,20,84
-0.396666667,-0.02,-0.583333333,-0.01,-0.66,-0.0800000000000001,20,85
-0.453333333,-0.13,-0.55,-0.11,-0.67,-0.12,20,86
-0.26,-0.29,-0.41,-0.26,-0.413333333,-0.3,20,87
-0.25,-0.16,-0.263333333,-0.15,-0.283333333,-0.12,20,88
-0.153333333,-0.11,-0.183333333,-0.0999999999999999,-0.0633333329999999,-0.0700000000000001,20,89
-0.023333333,-0.16,0.096666667,-0.16,0.486666667,-0.16,20,90
0.146666667,-0.0499999999999999,0.546666667,-0.0600000000000001,1.046666667,-0.05,20,91
0.566666667,-0.0199999999999999,1.066666667,-0.02,1.586666667,0.0199999999999999,20,92
0.736666667,0.33,1.246666667,0.34,1.563333333,0.35,20,93
0.996666667,0.25,1.313333333,0.25,1.8,0.26,20,94
0.793333333,0.52,1.32,0.48,1.776666667,0.46,20,95
0.92,0.4,1.526666667,0.25,1.993333333,-0.5,20,96
1.326666667,0.2,1.963333333,0.0300000000000002,2.203333333,0,20,97
0.483333333,1.48,0.893333333,1.31,0.976666666999999,1.43,20,98
0.833333333,0.0600000000000001,1.016666667,-0.04,0.993333333,-0.0999999999999996,20,99
0.016666667,1,-0.00666666700000018,1,0.0133333330000003,1.06,20,100
0.153333333,-0.16,0.203333333,-0.19,0.0466666669999993,-0.409999999999999,20,101
0.0433333329999996,0.16,-0.0433333330000005,0.0899999999999999,-0.616666667,0.2,20,102
-0.243333333000001,0.2,-0.676666667,0.0600000000000005,-1.57,0.11,20,103
-0.686666667,0.00999999999999979,-1.61,0.04,-2.906666667,0.0499999999999998,20,104
-1.37,-0.24,-2.736666667,-0.17,-3.173333333,-0.16,20,105
-2.246666667,-0.49,-2.573333333,-0.6,-2.806666667,-0.49,20,106
-1.813333333,-0.99,-1.996666667,-1.1,-2.256666667,-1.1,20,109
NA,NA,NA,NA,NA,NA,21,2
NA,NA,NA,NA,NA,NA,21,3
-1.893333333,-4,-2.503333333,-3.1,-1.86,-3.4,21,6
-0.113333333,-2.39,0.540000000000001,-2.4,0.15,-2.65,21,7
0.99,-0.449999999999999,0.600000000000001,-0.450000000000001,0.949999999999999,-0.479999999999999,21,8
-1.18666667,-0.699999999999999,-1.08,-1.1,-3.683333333,-1.6,23,2
0.52,-1.6,-2.183333333,-1.5,-2.993333333,-1.6,23,3
1.106666667,-3.5,1.396666667,-3.5,2.14,-3.5,23,6
0.5,0.470000000000001,0.970000000000001,0.529999999999999,1.696666667,0.54,23,9
0.17,0.800000000000001,0.996666667,0.700000000000001,1.62,0.6,23,10
-2.64,0.0999999999999996,-3.293333333,0.0999999999999996,-3.533333333,0.199999999999999,23,15
-1.393333333,-1.9,-1.433333333,-2.1,-1.903333333,-2.3,23,16
-0.953333332999999,-0.48,-1.613333333,-0.290000000000001,-2.7,-1.16,23,17
-0.803333333,-0.81,-1.76,-0.94,-2.576666667,-1.77,23,18
-0.0266666669999998,-1.12,0.336666667,-1.7,0.556666667,-2.3,23,21
2.81333333,-5,3.42,-5,0.816666667,-4.5,25,2
NA,NA,NA,NA,NA,NA,25,13
NA,NA,NA,NA,NA,NA,27,17
-1.18666667,-0.5,-1.58,0,-4.183333333,-0.300000000000001,30,2
-2.68,1.1,-5.683333333,1.5,-5.093333333,0,30,3
-2.383333333,-3.3,-4.293333333,-0.800000000000001,-4.293333333,-0.0999999999999996,30,4
-4.093333333,-0.199999999999999,-4.293333333,0,-4.203333333,0,30,5
-0.593333332999999,-3.7,-0.103333333,-4.1,0.940000000000001,-4.6,30,6
0.296666667,-0.4,0.940000000000001,0,0.5,0.500000000000001,30,7
0.890000000000001,0.0500000000000007,0.4,0.0999999999999996,0.57,0.25,30,8
-1.12,1.52,-1.03,1.6,-0.603333333,1.6,30,9
-0.279999999999999,-0.75,0.196666667000001,-0.800000000000001,0.540000000000001,-0.82,30,10
0.546666667,-0.35,0.77,-0.229999999999999,-1.196666667,0,30,11
0.44,0.33,-1.396666667,0.199999999999999,-2.216666667,-0.0999999999999996,30,12
-1.296666667,-0.0999999999999996,-2.016666667,-0.200000000000001,-2.94,-0.4,30,13
-1.316666667,-0.699999999999999,-2.29,-0.65,-2.893333333,-0.6,30,14
-1.79,-0.5,-2.393333333,-0.5,-2.833333333,-0.5,30,15
-1.643333333,-0.75,-2.083333333,-0.75,-2.853333333,-0.75,30,16
-0.0833333329999997,-2,-0.753333333,-2.1,-1.81,-2.45,30,17
-0.403333333,-0.350000000000001,-1.22,-0.59,-1.906666667,-0.67,30,18
-0.96,-0.260000000000001,-1.576666667,-0.33,-1.846666667,-0.39,30,19
-1.576666667,0,-1.846666667,0,-1.663333333,0,30,20
-1.146666667,-0.7,-1.063333333,-0.600000000000001,-1.043333333,-0.53,30,21
-0.0333333329999999,-1.03,0.0666666669999998,-1.11,0.0333333329999999,-0.99,30,22
-0.343333333,0.41,-0.056666667,0.0899999999999999,-0.336666667,0.15,30,23
-0.016666667,-0.04,-0.256666667,-0.0800000000000001,-0.426666667,-0.149999999999999,30,24
0.0633333330000001,-0.32,-0.0766666669999996,-0.350000000000001,0.39,-0.37,30,25
-0.396666667,0.32,-0.14,0.529999999999999,0.41,0.76,30,26
-0.04,-0.0999999999999996,0.66,-0.25,1.126666667,-0.5,30,27
0.91,-0.25,1.326666667,-0.199999999999999,1.89,-0.0999999999999996,30,28
0.506666667,0.819999999999999,1.3,0.59,1.15,0.31,30,29
1.24,0.0599999999999996,1.01,0.140000000000001,0.243333333000001,0.319999999999999,30,30
-0.390000000000001,1.4,-1.056666667,1.3,-1.346666667,1.1,30,31
-0.756666666999999,-0.300000000000001,-0.996666667,-0.35,-0.94,-0.4,30,32
-0.726666667000001,-0.27,-0.640000000000001,-0.299999999999999,-0.753333333,-0.25,30,33
-0.24,-0.4,-0.353333332999999,-0.4,-0.673333333,-0.549999999999999,30,34
-0.0133333329999994,-0.34,-0.363333333,-0.31,-0.899999999999999,-0.36,30,35
-0.473333333,0.11,-1.11,0.21,-2.226666667,0.25,30,36
-1.16,-1.32,-1.906666667,-1.3,-2.24,-1.28,30,41
-1.456666667,-0.45,-1.62,-0.62,-2.216666667,-0.7,30,42
-0.919999999999999,-0.7,-1.596666667,-0.62,-1.71,-0.5,30,43
-1.036666667,-0.56,-1.23,-0.48,-1.44,-0.5,30,44
-0.88,-0.35,-1.06,-0.380000000000001,-1.083333333,-0.45,30,45
-0.16,-0.899999999999999,-0.193333333,-0.89,-0.216666667,-0.87,30,46
-0.383333333,0.19,-0.646666667,0.43,-0.94,0.7,30,47
-0.036666667,-0.61,-0.04,-0.9,-0.606666667,-0.25,30,48
2.31333333,-2.8,2.42,-0.5,-0.683333333,0.699999999999999,31,2
0.619999999999999,1.8,-1.183333333,0.5,-1.593333333,-1.5,31,3
-1.183333333,0,-1.593333333,0,-1.143333333,-0.0500000000000007,31,4
-1.696666667,0.199999999999999,-2.616666667,0,-3.84,-0.5,31,13
-0.316666667,-2.3,-2.29,-1.55,-3.393333333,-1.5,31,14
-0.633333332999999,-1.35,-2.103333333,0.550000000000001,-3.56,0.149999999999999,31,17
0.406666667,-4,0.856666667000001,-5.25,1.146666667,-4.25,33,5
0.606666667000001,0.25,0.896666667,0.25,1.34,0.55,33,6
0.113333330000001,-0.800000000000001,-0.58,0.5,-5.183333333,2,35,2
-0.98,0.4,-4.683333333,-0.5,-5.693333333,-0.9,35,3
-2.683333333,-2,-4.893333333,-0.799999999999999,-4.093333333,NA,35,4
NA,NA,NA,NA,NA,NA,35,5
-1.193333333,NA,-0.703333333,NA,0.640000000000001,NA,35,6
0.696666667,-1.4,1.14,-0.5,0.800000000000001,-1.2,35,7
1.14,0,1,-0.2,1.67,0,35,8
1,0,1.67,0,2.496666667,0,35,9
1.37,0.3,2.696666667,-0.2,3.02,1,35,10
NA,NA,NA,NA,NA,NA,35,11
NA,NA,NA,NA,NA,NA,35,12
NA,NA,NA,NA,NA,NA,35,15
-0.593333333,NA,-1.033333333,NA,-1.603333333,NA,35,16
-0.333333333,-0.699999999999999,-1.403333333,-0.199999999999999,-2.76,0.0999999999999996,35,17
-1.203333333,-0.200000000000001,-2.56,-0.200000000000001,-2.676666667,-0.300000000000001,35,18
-0.96,-1.6,-2.076666667,-0.6,-2.546666667,0.100000000000001,35,19
-0.606666667,-1.47,-0.676666667,-1.87,-0.653333333,-2.01,35,20
-0.396666667,-0.28,-0.363333333,-0.29,-0.323333333000001,-0.56,35,21
0.436666667000001,-0.800000000000001,0.456666666999999,-0.78,0.673333333,-0.649999999999999,35,22
0.456666666999999,0,0.743333333,-0.0700000000000003,0.163333333,0,35,23
0.143333332999999,0.600000000000001,-0.136666667,0.3,-0.376666666999999,0.199999999999999,35,24
-0.156666667,0.0199999999999996,-0.376666666999999,0,0.00999999999999979,0,35,25
-0.476666667,0.100000000000001,0.00999999999999979,0,0.609999999999999,0.100000000000001,35,26
0.28,-0.27,0.609999999999999,0,1.126666667,0.0999999999999996,35,27
0.609999999999999,0,1.126666667,0,1.94,0,35,28
0.826666667,0.300000000000001,1.24,0.7,1.11,0.399999999999999,35,29
0.94,0.3,0.81,0.3,0.143333333,0.3,35,30
-0.390000000000001,1.2,-1.056666667,1.2,-1.246666667,1,35,31
-0.756666666999999,-0.300000000000001,-0.746666667,-0.5,-0.640000000000001,-0.4,35,32
0.153333333,-0.9,0.16,-0.800000000000001,0.246666667,-0.2,35,33
0.16,0,0.246666667,0,0.0766666669999996,0,35,34
0.0366666670000004,0.21,-0.183333333,0.26,-0.74,0.23,35,35
-0.463333333,0.28,-1.04,0.299999999999999,-1.996666667,0.0899999999999999,35,36
-0.18,-0.859999999999999,-1.246666667,-0.75,-1.96,-0.5,35,37
-0.796666667,-0.449999999999999,-1.31,-0.649999999999999,-1.703333333,-0.72,35,38
-0.840000000000001,-0.47,-0.723333332999999,-0.98,-1.86,-0.83,35,39
-0.823333333,0.100000000000001,-1.86,0,-2.606666667,-0.0999999999999996,35,40
-1.86,0,-2.606666667,0,-3.02,0,35,41
-1.206666667,-1.4,-1.72,-1.3,-2.616666667,-1.1,35,42
-0.12,-1.6,-0.816666667,-1.8,-1.03,-2,35,43
-1.016666667,0.2,-1.23,0.2,-1.54,0.2,35,44
-0.58,NA,-2.683333333,NA,-3.093333333,NA,36,3
1.02,0.600000000000001,-0.296666667,0.5,-0.616666667000001,0.100000000000001,36,12
0.106666667000001,-2,0.146666667,-2.25,0.640000000000001,-2.5,39,6
0.596666667000001,0.6,1.02,0.4,-0.696666667000001,0.199999999999999,39,11
0.32,0.699999999999999,-1.396666667,0.699999999999999,-2.616666667,0.800000000000001,39,12
0.0633333300000007,-1.05,-0.0800000000000001,-0.699999999999999,-3.933333333,0.15,40,2
-0.68,0.6,-3.783333333,-0.15,-5.293333333,-0.550000000000001,40,3
-2.933333333,-0.85,-4.593333333,-0.699999999999999,-4.693333333,-0.699999999999999,40,4
0.916666666999999,-0.449999999999999,1.61,-0.43,1.38,-0.27,40,7
1.34,0.27,1.2,0.18,1.77,0.0900000000000007,40,8
-0.649999999999999,1.85,-0.199999999999999,1.97,0.686666667000001,1.81,40,9
0.73,-0.93,1.636666667,-0.949999999999999,2.36,-0.899999999999999,40,10
0.906666667,0.73,1.46,0.899999999999999,-0.0266666670000006,0.88,40,11
0.26,1.2,-1.126666667,1.1,-1.506666667,0.879999999999999,40,12
-2.096666667,0.970000000000001,-2.816666667,1.31,-3.44,1.22,40,13
-0.916666666999999,-1.9,-1.84,-1.6,-2.093333333,-1.6,40,14
-0.46,-1.38,-0.743333333,-1.35,-0.633333332999999,-1.4,40,15
-0.233333333,-0.51,-0.123333333,-0.51,-0.353333333,-0.5,40,16
-0.0633333330000001,-0.0599999999999996,-0.283333333,-0.0700000000000003,-0.99,-0.0600000000000005,40,17
-0.143333333,-0.14,-0.930000000000001,-0.0599999999999996,-1.536666667,-0.0200000000000005,40,18
-0.96,0.0299999999999994,-1.476666667,-0.0599999999999996,-1.646666667,-0.0599999999999996,40,19
-0.576666667,-0.9,-0.276666667,-1.37,0.346666667,-1.81,40,20
-0.186666667,-0.0899999999999999,-0.0833333329999997,0.43,0.056666667,0.409999999999999,40,21
0.376666667,-0.46,0.676666666999999,-0.619999999999999,0.973333332999999,-0.51,40,22
-0.0233333330000001,0.699999999999999,0.263333332999999,0.71,-0.096666667,0.93,40,23
0.323333333,-0.0600000000000005,0.133333332999999,-0.23,-0.0266666669999998,-0.31,40,24
0.36,0.0800000000000001,1.15,0.0800000000000001,1.846666667,0.0999999999999996,40,27
0.37,0.779999999999999,1.106666667,0.74,1.91,0.71,40,28
0.300000000000001,0.199999999999999,-0.196666666999999,0.119999999999999,-0.266666667,0.04,40,31
-0.706666667,0.510000000000002,-0.136666667,-0.13,0.45,-0.5,40,32
0.056666667,0.11,-0.183333333,0.11,-0.64,0.11,40,35
-0.133333333,-0.0499999999999998,-0.6,-0.04,-1.536666667,-0.04,40,36
-0.83,-0.29,-0.973333332999999,-0.29,-1.8,-0.28,40,39
0.00666666700000018,-0.98,-0.83,-0.97,-1.706666667,-1.24,40,40
-0.18,-1.1,-1.036666667,-1.07,-1.28,-1.14,40,43
-0.796666667,-0.24,-1.04,-0.239999999999999,-1.4,-0.25,40,44
-0.0733333329999999,0.14,-0.096666667,-0.0699999999999998,-0.0899999999999999,-0.26,40,47
0.376666667,0.32,0.92,0.55,1.116666667,0.78,40,52
0.81,0.109999999999999,1.016666667,0.0999999999999996,0.856666667,0.11,40,53
0.526666667,0.49,0.246666667,0.609999999999999,0.00666666699999929,0.590000000000001,40,54
-0.483333333,0.73,-0.713333333,0.72,-0.83,0.71,40,55
-0.713333333,0,-0.83,0,-1.16,0,40,56
-0.32,-0.51,-0.65,-0.51,-0.56,-0.51,40,57
-0.180000000000001,-0.47,-0.100000000000001,-0.46,-0.0233333330000001,-0.56,40,58
0.289999999999999,-0.39,0.366666667,-0.39,0.256666667,-0.390000000000001,40,59
0.0366666670000004,0.329999999999999,-0.0833333329999997,0.34,-0.0100000000000007,0.34,40,60
-0.0833333329999997,0,-0.0100000000000007,0,-0.0433333329999996,0,40,61
-0.453333333,0.48,-0.4,0.470000000000001,-0.436666667,0.46,40,64
-0.0933333330000004,-0.19,-0.266666667,-0.19,-0.846666667,-0.180000000000001,40,67
-0.236666667,-0.0300000000000002,-0.816666667000001,-0.0299999999999994,-0.683333333,-0.0200000000000005,40,68
0.163333333,0.11,0.37,0.0800000000000001,0.773333333,0.0499999999999998,40,71
-0.119999999999999,0.489999999999999,0.223333332999999,0.550000000000001,0.649999999999999,0.61,40,72
0.00333333299999961,0.22,0.51,0.14,0.703333333,0.0899999999999999,40,73
0.409999999999999,0.100000000000001,0.703333333,0,0.966666667,0.0499999999999998,40,74
-0.056666667,0.76,0.256666667,0.71,0.256666667,0.64,40,75
-1.273333333,0,-2.44,0,-2.93,0,40,78
-1.5,-0.94,-2.01,-0.92,-3.283333333,-0.92,40,79
-0.49,-1.52,-1.783333333,-1.5,-1.99,-1.71,40,80
-1.103333333,-0.68,-1.33,-0.66,-1.456666667,-0.54,40,81
0.05,-1.38,0.0433333330000001,-1.5,-0.256666667,-1.27,40,82
-0.036666667,0.0800000000000001,-0.366666667,0.11,-0.676666667,-0.11,40,83
-0.476666667,0.11,-1.256666667,0.58,-1.423333333,0.34,40,84
-0.346666667,-0.91,-0.513333333,-0.91,-0.86,-0.68,40,85
-0.613333333,0.1,-0.75,-0.11,-0.86,-0.34,40,86
-0.28,-0.47,-0.65,-0.21,-0.663333333,-0.22,40,87
-0.37,-0.28,-0.413333333,-0.25,-0.443333333,-0.45,40,88
-0.303333333,-0.11,-0.393333333,-0.05,-0.293333333,-0.19,40,89
-0.033333333,-0.36,-0.123333333,-0.17,0.036666667,-0.15,40,90
-0.123333333,0,0.086666667,-0.05,0.506666667,-0.2,40,91
NA,NA,NA,NA,NA,NA,41,3
NA,NA,NA,NA,NA,NA,41,4
NA,NA,NA,NA,NA,NA,41,7
NA,NA,NA,NA,NA,NA,41,8
NA,NA,NA,NA,NA,NA,41,11
NA,NA,NA,NA,NA,NA,41,12
NA,NA,NA,NA,NA,NA,41,16
NA,NA,NA,NA,NA,NA,41,20
0.606666667000001,-1,1.396666667,-1,1.64,-1,43,6
1.396666667,0,1.64,0,0.800000000000001,-0.5,43,7
1.64,0,0.800000000000001,0,0.869999999999999,0.0500000000000007,43,8
-0.199999999999999,1,0.369999999999999,0.5,1.496666667,0.300000000000001,43,9
0.67,-0.300000000000001,1.496666667,0,2.32,0,43,10
1.546666667,-0.0500000000000007,2.32,0,0.553333332999999,0.25,43,11
0.32,2,-1.696666667,2.25,-2.816666667,2.5,43,12
-1.696666667,0,-2.816666667,0,-4.04,0,43,13
