Bias_data_mat_h31,Bias_data_mat_h32,Bias_data_mat_h33
62,36,-0.976666667
62,37,-1.19
62,38,-1.123333333
62,39,-1.46
62,40,-2.206666667
62,41,-2.52
62,42,-1.816666667
62,43,-0.53
62,44,-1.54
62,45,-0.783333333
62,46,-0.296666667
65,1,-1.38
65,3,-1.693333333
65,4,-3.693333333
65,5,-2.603333333
65,7,1.3
65,9,1.146666667
65,11,-0.846666667000001
65,12,NaN
65,13,-3.19
65,15,-1.233333333
65,16,-1.653333333
65,17,-1.56
65,18,-1.676666667
65,19,-1.846666667
65,20,-0.663333333
65,21,-0.143333333
65,22,0.793333333
65,23,0.363333333
65,24,-1.026666667
65,25,-1.09
65,27,2.776666667
65,34,0.726666667
65,36,-1.426666667
65,37,-1.69
65,38,-1.653333333
65,39,-0.96
65,40,-2.036666667
65,41,-2.52
65,42,-2.266666667
65,43,-1.61
65,44,-1.69
65,45,-1.633333333
65,46,-0.866666667
65,47,-1.02
65,48,-0.206666667
65,49,0.686666667
65,50,1.306666667
65,51,2.03
65,52,2.136666667
65,53,1.646666667
65,54,0.266666667
65,55,-0.82
65,56,-1.47
65,57,-0.48
65,58,0.346666667
65,59,0.226666667
65,60,0.0599999999999996
65,61,-0.303333332999999
65,62,0.0466666670000002
65,63,0.04
65,64,-0.446666667
65,65,-0.0233333330000001
65,66,-0.126666667
65,67,-0.146666667000001
65,68,-0.493333333000001
65,69,-0.346666667
65,70,0.850000000000001
65,71,0.843333332999999
65,72,1.52
65,73,0.813333332999999
65,74,1.016666667
65,75,-0.0833333329999997
65,76,-1.383333333
65,77,-2.34
65,78,-2.43
65,79,-2.793333333
65,80,-1.98
65,81,-1.586666667
65,82,-0.556666667
65,83,-0.566666667
65,84,-0.843333333
65,86,-0.87
65,87,-0.183333333
65,88,-0.283333333
65,89,-0.0233333330000001
65,90,0.386666667
65,92,1.036666667
65,93,-0.236666667
65,94,-0.14
65,95,0.426666667
65,96,0.993333333
65,97,0.803333333
65,98,0.606666667
65,99,0.303333333
65,100,0.183333333
65,101,-0.363333333
65,102,-0.696666667
65,104,-3.156666667
65,105,-3.473333333
66,1,NaN
66,2,NaN
66,4,NaN
66,5,-1.103333333
66,6,1.84
66,7,0.5
66,8,0.67
66,9,0.796666667
66,10,1.42
66,11,-0.296666667
66,12,-1.516666667
66,13,-2.24
66,14,-1.893333333
66,15,-1.633333333
66,16,-0.503333333
66,17,-1.36
66,19,-2.346666667
66,20,-1.563333333
66,22,0.143333332999999
66,23,-0.436666667
66,24,-0.576666667
66,25,-0.0899999999999999
66,26,0.81
66,27,1.826666667
66,28,1.74
66,29,1.31
66,31,-0.746666667
66,34,-0.0233333330000001
67,2,-2.183333333
67,3,-3.793333333
67,4,-3.893333333
67,6,1.64
67,7,1.8
67,8,1.47
67,9,1.496666667
67,10,1.72
67,13,-2.34
67,14,-2.493333333
67,17,-1.61
68,1,-2.58
68,2,-3.183333333
68,3,-5.593333333
68,4,-4.093333333
68,5,-1.403333333
68,6,0.34
68,8,0.67
68,9,0.396666667
68,11,-0.896666667
68,12,-2.216666667
68,13,-3.54
68,14,-2.593333333
68,15,-2.333333333
68,16,-1.103333333
68,17,-2.16
68,18,-1.926666667
68,19,-2.146666667
68,20,-0.763333332999999
68,21,0.00666666699999929
68,22,0.743333333
69,1,-2.58
69,2,NaN
69,3,-4.593333333
69,4,-3.893333333
69,5,-2.303333333
69,6,0.640000000000001
69,7,0.300000000000001
69,11,-0.196666667000001
69,13,-5.04
69,17,-0.66
69,18,-0.976666667
69,19,-1.446666667
69,20,-0.963333333
69,21,0.00666666699999929
69,24,-0.776666667
69,25,-0.59
69,26,0.51
69,29,0.91
69,30,0.743333333000001
69,31,0.153333333
69,33,0.746666667
69,34,0.276666667
70,1,-2.08
70,2,-4.683333333
70,3,-6.793333333
70,4,-6.693333333
70,5,-2.803333333
70,6,-0.359999999999999
70,7,-0.699999999999999
70,8,0.470000000000001
70,9,0.596666667000001
70,10,0.32
70,11,-2.196666667
70,12,-2.616666667
70,13,-3.24
70,14,-1.793333333
70,15,-2.533333333
70,16,-1.903333333
70,17,-1.76
70,18,-1.876666667
70,19,-2.146666667
70,20,0.136666667
70,21,0.856666667
70,22,1.443333333
70,23,0.163333333
70,24,0.223333333
70,25,0.51
70,26,1.61
70,27,1.026666667
70,28,0.94
70,29,0.81
70,30,0.643333333
70,31,-0.146666667
70,32,0.56
70,33,0.946666667000001
70,34,0.776666667
70,36,-1.676666667
70,37,-1.54
70,38,-1.023333333
70,40,-2.406666667
72,1,0.42
72,2,NaN
72,3,-3.843333333
72,4,-3.593333333
72,5,NaN
72,6,2.14
72,8,1.67
72,9,2.296666667
72,11,0.303333332999999
72,12,-1.616666667
72,14,-1.643333333
72,15,-0.333333333
72,18,-1.226666667
72,19,-1.646666667
72,20,-1.963333333
72,22,1.343333333
72,23,0.863333333
72,24,0.223333333
72,25,1.21
72,26,2.01
72,27,2.426666667
72,29,NaN
72,30,1.093333333
75,1,0.42
75,2,-2.683333333
75,3,-3.093333333
75,4,-2.393333333
75,5,-1.603333333
75,6,0.140000000000001
75,8,1.87
75,12,-2.716666667
75,16,-2.853333333
75,17,-2.61
79,1,-0.98
79,2,-1.183333333
79,3,-6.093333333
79,4,-4.493333333
79,5,-2.603333333
79,6,1.44
79,7,0.300000000000001
79,8,1.27
79,9,0.596666667000001
79,10,1.12
79,14,-4.393333333
79,15,-1.633333333
79,16,-0.203333333
79,17,-0.260000000000001
79,18,-0.976666667
79,20,-0.763333332999999
79,21,-1.043333333
79,22,0.143333332999999
79,23,-0.136666667
79,24,-0.376666666999999
79,25,0.91
79,26,-0.49
80,2,-4.383333333
80,4,-4.093333333
80,5,-2.203333333
80,7,1.1
80,8,1.47
80,9,0.396666667
80,10,2.42
80,13,-3.14
80,17,-0.86
80,18,-1.476666667
80,19,-1.446666667
80,22,0.843333332999999
80,24,-0.876666666999999
82,1,0.32
82,2,0.616666667000001
82,7,1.2
82,8,2.07
82,9,1.746666667
82,10,2.32
82,11,-0.0466666670000002
82,12,-2.516666667
82,13,-3.54
82,14,-3.893333333
82,15,-1.683333333
82,16,-0.803333333
82,17,-2.16
82,18,-2.076666667
82,19,-1.946666667
82,20,-0.663333333
82,21,0.756666666999999
82,22,0.943333333
82,23,0.263333333
82,24,-0.576666667
82,25,-0.29
82,26,1.51
82,27,2.126666667
82,31,-1.546666667
82,32,-0.74
82,35,0.59
84,1,-1.58
84,2,-4.683333333
84,4,-4.893333333
84,5,0.396666667
84,6,1.84
84,7,0.800000000000001
84,9,-0.703333333
84,10,0.620000000000001
84,11,-0.996666667000001
84,12,-3.816666667
84,14,-2.893333333
84,15,-2.333333333
84,16,-2.603333333
84,17,-2.06
84,18,-2.476666667
84,19,-2.146666667
84,20,-0.463333333
84,21,1.156666667
84,22,1.443333333
84,24,-1.076666667
84,25,-1.29
84,26,-0.99
84,28,-0.460000000000001
84,29,-0.59
84,30,-0.856666666999999
84,31,-2.846666667
84,32,-1.24
84,33,-0.753333333
84,34,-0.273333333
84,35,-1.01
84,36,NaN
84,37,-0.94
84,38,-1.123333333
84,39,-1.66
84,40,-2.106666667
84,41,-3.02
84,42,-1.666666667
84,43,-0.23
84,44,-0.04
84,45,0.466666667
84,46,0.403333333
84,48,NaN
84,49,0.786666667
84,50,1.376666667
84,51,1.18
84,52,0.236666667
84,53,-0.403333333
84,54,-1.733333333
84,55,-2.24
84,56,-1.57
84,57,-1.38
84,58,-0.803333333
84,59,-0.0233333330000001
84,60,-0.44
84,61,-1.053333333
84,62,-0.453333333
84,63,-0.21
84,64,-1.046666667
84,65,-0.823333333
84,66,-0.476666667
84,67,-1.146666667
84,68,NaN
84,70,1.35
84,71,1.043333333
84,72,1.02
84,73,0.613333333
84,74,1.116666667
84,75,0.116666667
84,76,-1.983333333
84,77,-1.84
84,78,-2.33
84,79,-2.093333333
84,80,-1.58
84,81,-1.686666667
84,82,0.143333333
84,83,-0.466666667
84,84,NaN
84,85,-0.66
84,86,-0.27
84,88,-0.083333333
84,89,0.176666667
84,90,0.286666667
84,92,0.536666667
84,93,0.363333333
84,94,0.46
84,96,-0.00666666700000018
84,97,-0.196666667000001
84,98,-0.593333333
84,100,-0.516666667
84,101,-1.163333333
84,102,-0.996666667
84,103,-1.86
84,104,-3.156666667
84,105,-2.873333333
84,106,-2.006666667
84,108,-1.686666667
84,109,-1.526666667
84,110,-0.443333333
84,112,-0.093333333
84,113,-0.153333333
84,114,-0.043333333
86,1,3.02
86,3,-4.093333333
86,5,-2.203333333
86,11,1.003333333
86,12,-0.416666666999999
86,13,-1.84
86,16,-3.103333333
86,21,0.156666667
86,23,-0.0366666670000004
86,24,-1.176666667
86,25,-1.19
87,1,-1.58
87,3,NaN
87,5,NaN
87,6,3.14
87,7,1.8
87,8,2.07
87,10,NaN
87,11,-0.296666667
87,13,-4.24
87,15,-2.333333333
87,16,-1.103333333
87,26,NaN
87,27,NaN
87,28,NaN
87,33,1.246666667
87,34,0.976666667
94,5,NaN
94,6,0.640000000000001
94,7,1.25
94,8,1.77
94,9,1.096666667
94,10,1.82
94,12,-1.716666667
94,14,-1.893333333
94,15,0.0666666670000007
94,16,-1.503333333
94,18,-0.976666667
94,19,-1.146666667
94,21,-0.123333333000001
94,22,0.843333332999999
94,23,0.333333333
94,24,-0.376666666999999
94,25,-0.14
94,26,1.89
94,28,2.44
94,29,0.81
94,31,0.153333333
94,32,0.46
94,35,-0.109999999999999
94,37,-1.04
94,39,-1.06
94,40,-2.106666667
94,41,-2.42
94,42,-1.516666667
94,43,-1.33
94,44,-1.14
94,45,-0.533333333
94,46,-0.296666667
94,47,-0.64
94,48,-0.256666667
94,49,NaN
94,50,1.376666667
94,51,1.68
94,52,1.136666667
94,53,0.196666667
94,54,-0.133333333
94,56,-0.27
94,57,0.52
94,58,0.596666667
94,59,0.576666667
94,60,-0.340000000000001
94,61,-0.853333333
94,63,-0.31
94,64,-0.746666667
94,65,-0.523333333
94,66,-0.576666667
94,68,-0.193333333
94,69,0.153333333
94,71,0.563333332999999
94,72,1.14
94,73,0.603333332999999
94,75,0.306666667
94,79,-2.293333333
94,80,-1.48
99,7,1.72
99,8,0.93
99,9,1.416666667
99,10,2.22
99,11,0.483333332999999
99,14,-1.193333333
99,15,-1.033333333
99,16,-0.503333333
99,17,-1.96
99,18,-2.176666667
99,19,-1.646666667
99,20,-1.263333333
99,25,-0.0899999999999999
99,27,1.776666667
99,28,2.04
99,29,1.81
99,30,-0.256666666999999
99,31,-0.546666666999999
99,32,-0.140000000000001
99,33,-0.0533333329999994
99,35,-1.21
99,37,-1.64
99,39,-1.86
99,40,-2.106666667
99,41,-2.22
99,42,-2.416666667
99,43,-1.13
99,44,-1.34
99,46,-0.296666667
99,47,-0.14
99,48,0.0433333329999996
99,49,0.586666667
99,50,0.976666667
99,51,1.48
99,53,0.796666667
99,55,-0.98
99,56,-0.87
99,58,-0.303333333
99,60,0.159999999999999
99,62,-0.253333333
99,64,-0.246666667
99,66,0.0233333330000001
99,68,-1.293333333
99,70,0.850000000000001
99,71,0.843333332999999
99,74,0.316666667
99,78,-2.93
99,79,-3.493333333
99,81,-2.186666667
99,83,-1.366666667
99,84,-1.243333333
99,85,-1.01
99,86,-1.07
99,87,-1.183333333
99,88,-0.983333333
99,90,0.286666667
99,91,0.206666667
99,92,0.636666667
99,94,0.36
99,95,0.426666667
99,96,0.493333333
99,98,0.606666667
99,99,0.203333333
99,100,0.183333333
99,102,-0.096666667
99,104,-2.856666667
99,107,-2.403333333
99,109,-2.026666667
99,110,-0.943333333
99,114,-0.243333333
100,9,0.406666667
100,17,-1.76
100,19,-1.846666667
100,20,-0.263333332999999
100,21,-0.343333333
100,22,0.543333333
100,23,-0.236666667
100,24,-0.526666667
100,25,0.21
100,26,1.01
100,27,1.476666667
100,28,1.54
100,29,0.61
100,30,-0.406666667
100,31,-1.596666667
100,33,-0.253333333
100,34,-0.273333333
100,35,-1.71
404,37,-1.15
404,38,-1.073333333
404,39,-1.48
404,40,-2.176666667
404,41,-1.72
404,42,-1.526666667
404,43,-1.42
404,44,-1.21
404,45,-0.723333333
404,46,-0.516666667
404,47,-0.43
404,48,-0.00666666700000018
404,49,0.486666667
404,50,1.026666667
404,52,1.066666667
404,53,0.176666667
404,54,-0.963333333
404,55,-1.82
404,56,-1.14
404,57,-0.45
404,58,-0.0533333330000003
404,59,-0.253333333
404,60,-0.36
404,61,-0.683333333
404,62,-0.483333333
404,63,-0.28
404,64,-0.446666667
404,65,-0.103333333
404,66,-0.426666667
404,67,-0.936666667000001
404,70,0.45
404,71,0.823333333
404,73,0.533333333
405,37,0.0599999999999996
405,38,-0.553333332999999
405,39,-0.86
405,40,-1.506666667
405,41,-1.62
405,42,-1.516666667
405,43,-1.73
405,45,-0.433333333
405,46,-0.496666667
405,48,NaN
405,49,0.586666667
405,50,0.876666667
405,51,1.58
405,52,1.436666667
405,53,0.696666667
405,55,-1.54
405,56,-1.97
405,58,-0.203333333
405,60,-0.140000000000001
405,61,0.146666667
405,71,0.943333333
405,74,NaN
405,84,-1.543333333
405,85,-1.06
405,86,-0.77
405,87,-0.983333333
405,89,-0.823333333
405,90,-0.313333333
405,94,0.56
405,99,0.203333333
405,100,0.283333333
405,102,-0.196666667
405,103,-1.01
405,104,-2.356666667
407,37,-0.94
407,38,-1.623333333
407,39,-1.06
407,40,-2.206666667
407,41,-2.32
407,42,-2.316666667
407,43,-1.63
407,44,-1.74
407,45,-0.833333333
407,46,-0.696666667
407,47,-0.84
407,48,-0.906666667000001
407,49,0.736666667
407,50,1.296666667
407,51,1.63
407,52,1.536666667
407,53,0.296666667
407,54,-1.033333333
407,55,-0.74
407,56,-1.07
407,57,0.0199999999999996
407,58,-0.00333333299999961
407,59,0.436666667
407,60,-0.12
407,61,-0.353333333
407,62,-0.753333333
407,63,-0.41
407,65,-1.023333333
407,67,-1.046666667
407,68,-1.393333333
407,69,-0.946666667000001
407,70,0.850000000000001
407,71,0.343333332999999
407,72,0.92
407,73,0.513333332999999
407,74,0.916666667
407,75,0.216666667
407,76,-1.183333333
407,77,-2.34
407,78,-2.63
407,80,-2.38
407,81,-2.386666667
407,82,-1.556666667
407,83,-2.366666667
407,84,-2.143333333
407,85,-1.16
407,86,-0.87
407,87,-0.783333333
407,88,-1.383333333
407,89,-0.523333333
407,97,0.633333332999999
407,99,0.403333333
407,101,-0.463333333
407,102,-0.196666667
407,103,-1.283
407,104,-2.856666667
407,106,-2.285666667
407,107,-1.803333333
407,108,-2.329666667
407,109,-2.442666667
407,110,-1.456333333
407,112,-1.318333333
407,118,-0.689666667
407,119,-1.174666667
407,120,-1.333333333
407,121,-0.151333333
407,122,-0.371666667
407,125,-0.15
407,126,-0.166666667
407,130,-0.116333333
407,131,-0.119666667
409,38,-1.123333333
409,43,-1.18
409,44,-1.79
409,45,-1.183333333
409,46,-1.096666667
409,48,-0.906666667000001
409,51,0.78
409,52,1.136666667
409,53,0.296666667
409,54,-0.633333333
409,55,-0.69
409,56,-1.02
409,57,-0.0800000000000001
409,58,-0.00333333299999961
409,59,0.176666667
411,38,-0.913333333
411,39,-1.12
411,40,-2.106666667
411,42,-2.096666667
411,43,-0.73
411,44,-1.14
411,45,-0.463333333
411,46,-0.286666667
411,47,-0.34
411,48,0.373333333
411,49,0.506666667
411,50,0.876666667
411,51,1.63
411,52,1.296666667
411,54,-0.973333333
411,55,-0.94
411,56,-1.23
411,57,-0.15
411,58,0.0266666669999998
411,61,0.0766666670000005
411,62,0.0466666670000002
411,63,0.0800000000000001
411,64,-0.256666666999999
411,65,-0.0533333330000003
411,66,-0.176666667
411,67,-0.806666667
411,68,-0.623333333000001
411,69,-0.526666667000001
411,70,0.4
411,73,1.113333333
411,75,0.366666667
411,78,-3.03
411,79,-2.893333333
411,80,-1.81
411,81,-1.536666667
411,82,-0.956666667
411,83,-1.716666667
411,85,-1.24
411,87,-0.643333333
411,89,-0.0933333329999999
411,91,0.986666667
411,92,0.866666667
411,94,0.49
411,95,0.426666667
411,96,0.533333333
411,97,0.353333333
411,98,0.346666667
411,99,0.133333333
411,100,0.223333333
411,102,-0.646666667
411,103,-1.55
411,104,-2.886666667
411,105,-3.133333333
411,106,-2.606666667
411,107,-2.423333333
411,108,-1.556666667
411,109,-2.526666667
411,110,-0.543333333
411,111,-0.373333333
411,112,-0.143333333
411,113,-0.093333333
411,114,-0.093333333
411,115,-0.083333333
411,116,-0.333333333
411,117,-0.213333333
411,118,-0.226666667
411,119,-0.346666667
411,120,-0.533333333
411,122,-0.076666667
411,125,-0.22
411,126,-0.083766667
411,127,-0.017266667
411,128,-0.060233333
411,129,0.003333333
411,131,-0.078966667
411,133,-0.2298
411,134,-0.19
411,135,-0.396666667
411,136,-0.233333333
411,137,-0.503333333
411,138,NaN
411,141,0.15
411,142,0.236666667
411,143,0.206666667
411,144,0.26
