Bias_data_mat_h11,Bias_data_mat_h12,Bias_data_mat_h13
72,23,0.356666667
72,24,0.443333333
72,25,0.613333333
72,26,0.223333333
72,27,0.71
72,29,NaN
72,30,1.29
75,1,-2.25
75,2,1.81333333
75,3,1.92
75,4,-1.183333333
75,5,-3.093333333
75,6,0.106666667000001
75,8,1.64
75,12,0.220000000000001
75,16,-1.143333333
75,17,-1.083333333
79,1,-2.75
79,2,2.31333333
79,3,-0.48
79,4,-2.283333333
79,5,-2.693333333
79,6,0.106666667000001
79,7,0.296666667
79,8,0.84
79,9,0.200000000000001
79,10,0.57
79,14,-2.116666667
79,15,-0.739999999999999
79,16,-0.293333333000001
79,17,-0.0333333329999999
79,18,0.196666667
79,20,-0.476666667
79,21,-0.846666667
79,22,-0.0633333329999992
79,23,0.456666666999999
79,24,0.343333332999999
79,25,-0.0366666670000004
79,26,-1.276666667
80,2,0.51333333
80,4,-2.083333333
80,5,-2.393333333
80,7,0.996666667
80,8,1.54
80,9,-0.6
80,10,0.470000000000001
80,13,-1.496666667
80,17,-0.533333333
80,18,-0.303333333
80,19,-1.16
80,22,0.636666667
80,24,-0.056666667
82,1,-1.65
82,2,3.56333333
82,7,0.896666667
82,8,1.89
82,9,0.100000000000001
82,10,0.970000000000001
82,11,1.196666667
82,12,0.0199999999999996
82,13,-1.446666667
82,14,-1.116666667
82,15,-0.739999999999999
82,16,-0.0933333330000004
82,17,-0.0333333329999999
82,18,-0.303333333
82,19,-0.96
82,20,-0.276666667
82,21,0.353333333
82,22,0.436666667000001
82,23,0.256666666999999
82,24,-0.056666667
82,25,-0.0366666670000004
82,26,0.323333333
82,27,0.81
82,31,-0.390000000000001
82,32,-0.806666667
82,35,0.446666667000001
84,1,-5.25
84,2,1.81333333
84,4,-4.683333333
84,5,0.906666667
84,6,0.406666667000001
84,7,0.896666667
84,9,-1
84,10,0.0700000000000003
84,11,0.396666667
84,12,0.32
84,14,0.183333333
84,15,-2.04
84,16,-0.693333333
84,17,-0.633333332999999
84,18,-0.503333333
84,19,-0.86
84,20,-0.376666667
84,21,0.453333333
84,22,0.736666667000001
84,24,-0.356666667000001
84,25,-0.636666667
84,26,-0.776666667
84,28,0.21
84,29,-0.273333333
84,30,0.539999999999999
84,31,-1.19
84,32,-0.656666667
84,33,-0.846666667
84,34,0.51
84,35,-0.153333333
84,36,NaN
84,37,-0.31
84,38,-0.676666667
84,39,-0.140000000000001
84,40,-0.123333333
84,41,-1.06
84,42,-0.606666667
84,43,-0.12
84,44,-0.216666667
84,45,0.27
84,46,0.0600000000000001
84,48,-0.096666667
84,49,0.0600000000000001
84,50,0.243333333
84,51,0.486666667
84,52,-0.223333333
84,53,0.38
84,54,-0.263333333
84,55,-0.503333333
84,56,-0.133333333
84,57,-0.34
84,58,-0.37
84,59,0.22
84,60,0.096666667
84,61,-0.323333333
84,62,-0.04
84,63,-0.0533333329999994
84,64,-0.253333333
84,65,-0.00999999999999979
84,66,-0.0466666669999993
84,67,-0.323333333
84,68,-0.376666667
84,70,0.406666667
84,71,0.0533333329999994
84,72,0.25
84,73,-0.256666667
84,74,0.52
84,75,0.0133333329999994
84,76,-0.283333333
84,77,0.316666667
84,78,-1.083333333
84,79,-0.64
84,80,0.17
84,81,-1.193333333
84,82,0.22
84,83,0.0133333330000001
84,84,-0.156666667
84,85,-0.366666667
84,86,-0.0433333329999999
84,88,-0.17
84,89,0.016666667
84,90,0.016666667
84,92,-0.0133333330000001
84,93,0.406666667
84,94,0.236666667
84,96,-0.14
84,97,-0.0733333329999999
84,98,-0.106666667
84,100,-0.0933333330000004
84,101,-0.396666667
84,102,-0.216666667
84,103,-0.213333333
84,104,-0.696666667
84,105,-1.31
84,106,-1.556666667
84,108,-0.406666667
84,109,-1.403333333
84,110,-0.186666667
84,112,-0.043333333
84,113,-0.143333333
84,114,-0.093333333
86,1,-2.75
86,3,-1.58
86,5,-3.493333333
86,11,2.096666667
86,12,1.12
86,13,-0.996666667000001
86,16,-1.693333333
86,21,0.103333333
86,23,0.256666666999999
86,24,0.0433333329999996
86,25,-0.536666667
87,1,-3.25
87,3,NaN
87,5,NaN
87,6,1.106666667
87,7,1.396666667
87,8,1.74
87,10,NaN
87,11,0.896666667
87,13,-2.196666667
87,15,-0.739999999999999
87,16,-0.693333333
87,26,NaN
87,27,NaN
87,28,NaN
87,33,0.303333333
87,34,0.56
94,5,NaN
94,6,-0.593333332999999
94,7,0.946666667
94,8,1.14
94,9,-0.0999999999999996
94,10,0.17
94,12,0.620000000000001
94,14,-1.216666667
94,15,0.56
94,16,-0.693333333
94,18,-0.303333333
94,19,-0.760000000000001
94,21,-0.306666667
94,22,0.436666667000001
94,23,0.576666667
94,24,0.243333333
94,25,-0.476666667
94,26,0.583333333000001
94,28,1.01
94,29,0.526666667
94,31,-0.0899999999999999
94,32,-0.556666667
94,35,0.446666667000001
94,37,-0.00999999999999979
94,39,0.46
94,40,-0.123333333
94,41,-0.86
94,42,-0.306666667
94,43,0.0800000000000001
94,44,-0.616666667
94,45,-0.13
94,46,0.0600000000000001
94,47,-0.133333333
94,48,-0.096666667
94,49,-0.14
94,50,0.343333333
94,51,0.586666667
94,52,0.376666667
94,53,0.58
94,54,0.136666667
94,56,-0.133333333
94,57,0.26
94,58,0.33
94,59,0.52
94,60,0.096666667
94,61,-0.423333333
94,63,-0.153333333
94,64,-0.653333333
94,65,-0.21
94,66,-0.0466666669999993
94,68,-0.176666667
94,69,-0.546666667
94,71,-0.00666666700000018
94,72,0.16
94,73,0.0233333330000001
94,75,0.123333333
94,79,-0.54
94,80,-0.13
99,7,1.016666667
99,8,1.09
99,9,-0.25
99,10,0.57
99,11,1.076666667
99,14,-0.516666666999999
99,15,-0.44
99,16,0.056666667
99,17,-0.333333333
99,18,-0.203333333
99,19,-0.46
99,20,-0.776666667
99,25,-0.136666667
99,27,0.41
99,28,0.51
99,29,0.826666667
99,30,0.239999999999998
99,31,-0.49
99,32,-0.256666666999999
99,33,-0.246666667
99,35,-0.153333333
99,37,-0.21
99,39,-0.640000000000001
99,40,-0.423333333
99,41,-1.06
99,42,-1.206666667
99,43,-0.22
99,44,-0.916666667
99,46,-0.14
99,47,-0.0333333329999999
99,48,-0.096666667
99,49,-0.14
99,50,0.0433333329999996
99,51,0.586666667
99,53,0.88
99,55,-0.383333333
99,56,-0.433333333
99,58,-0.27
99,60,-0.00333333299999961
99,62,-0.140000000000001
99,64,-0.353333333
99,66,-0.0466666669999993
99,68,-0.676666667
99,70,0.406666667
99,71,0.0533333329999994
99,74,0.22
99,78,-1.283333333
99,79,-1.34
99,81,-1.693333333
99,83,-0.286666667
99,84,-0.656666667
99,85,-0.366666667
99,86,-0.243333333
99,87,-0.46
99,88,-0.37
99,90,-0.183333333
99,91,0.076666667
99,92,0.186666667
99,94,0.236666667
99,95,0.0633333330000001
99,96,-0.04
99,98,0.293333333000001
99,99,0.103333333
99,100,0.00666666699999929
99,102,0.0833333329999997
99,104,-0.696666667
99,107,-0.573333333
99,109,-1.503333333
99,110,-0.686666667
99,114,-0.093333333
100,9,-0.609999999999999
100,17,-0.583333333
100,19,-0.760000000000001
100,20,0.0233333330000001
100,21,0.353333333
100,22,0.536666667
100,23,-0.0933333330000004
100,24,0.0433333329999996
100,25,-0.386666667
100,26,-0.526666667
100,27,0.71
100,28,0.51
100,29,-0.0233333330000001
100,30,0.539999999999999
100,31,-0.34
100,33,-0.346666667
100,34,0.26
100,35,-0.553333333
404,37,-0.23
404,38,-0.716666667
404,39,-0.0600000000000005
404,40,-0.283333333
404,41,-0.6
404,42,-0.626666666999999
404,43,-0.22
404,44,-0.596666667
404,45,-0.2
404,46,-0.15
404,47,0.0266666670000002
404,48,-0.00666666699999974
404,49,-0.0899999999999999
404,50,0.133333333
404,52,0.256666667
404,53,0.350000000000001
404,54,-0.0233333330000001
404,55,-0.683333333
404,56,-0.593333333
404,57,-0.390000000000001
404,58,-0.33
404,59,0
404,60,-0.0333333329999999
404,61,-0.313333333
404,62,-0.180000000000001
404,63,-0.123333333
404,64,-0.313333333
404,65,-0.16
404,66,-0.136666667
404,67,-0.193333333
404,70,0.336666666999999
404,71,-0.016666667
404,73,0.353333332999999
405,37,-0.609999999999999
405,38,-0.576666667
405,39,0.0599999999999996
405,40,0.0766666670000005
405,41,-0.56
405,42,-0.706666666999999
405,43,-0.82
405,45,-0.0300000000000002
405,46,-0.34
405,48,-0.196666667
405,49,-0.24
405,50,-0.156666667
405,51,0.586666667
405,52,0.476666667
405,53,0.58
405,55,-0.503333333
405,56,-0.433333333
405,58,-0.27
405,60,-0.00333333299999961
405,61,-0.223333333
405,71,-0.0466666670000002
405,74,NaN
405,84,-0.456666667
405,85,-0.366666667
405,86,-0.143333333
405,87,-0.36
405,89,-0.183333333
405,90,-0.383333333
405,94,0.236666667
405,99,0.103333333
405,100,0.00666666699999929
405,102,0.283333333
405,103,-0.263333333
405,104,-0.496666667
407,37,-0.31
407,38,-1.176666667
407,39,-0.24
407,40,-0.123333333
407,41,-1.06
407,42,-1.106666667
407,43,-0.32
407,44,-1.116666667
407,45,-0.13
407,46,-0.24
407,47,0.0666666670000002
407,48,-0.356666667
407,49,0.0600000000000001
407,50,0.143333333
407,51,0.636666667
407,52,1.076666667
407,53,0.58
407,54,-0.363333333
407,55,-0.403333333
407,56,-0.433333333
407,57,0.0599999999999996
407,58,-0.67
407,59,0.289999999999999
407,60,-0.0133333330000003
407,61,-0.0233333330000001
407,62,-0.24
407,63,-0.0533333329999994
407,65,-0.31
407,67,-0.123333333
407,68,-0.376666667
407,69,-1.046666667
407,70,0.506666667
407,71,0.153333333
407,72,0.25
407,73,0.0433333329999996
407,74,0.319999999999999
407,75,0.213333333
407,76,0.016666667
407,77,0.016666667
407,78,-1.183333333
407,80,-0.43
407,81,-1.393333333
407,82,-0.28
407,83,-0.386666667
407,84,-1.156666667
407,85,-0.666666667
407,86,-0.443333333
407,87,-0.26
407,88,-0.57
407,89,-0.283333333
407,97,0.00666666700000018
407,99,0.203333333
407,101,-0.296666667
407,102,0.0833333329999997
407,103,-0.161333333
407,104,-0.596666667
407,106,-1.528666667
407,107,-0.273333333
407,108,0.456333333
407,109,-1.463333333
407,110,-0.759666667
407,112,-0.101333333
407,118,-0.111333333
407,119,-0.191333333
407,120,-0.476666667
407,121,-0.224666667
407,122,-0.076333333
407,125,-0.013333333
407,126,-0.113333333
407,130,-0.096333333
407,131,-0.109666667
408,38,-0.956666667
408,39,-0.24
408,40,-0.123333333
408,41,-1.46
408,42,-1.206666667
408,43,-0.32
408,44,-0.816666667
408,45,-0.33
408,46,-0.34
408,49,-0.54
408,52,0.0766666669999996
409,38,-0.376666667
409,43,-0.0699999999999998
409,44,-0.696666667
409,45,-0.23
409,46,-0.14
409,48,-0.546666667
409,51,0.236666667
409,52,0.376666667
409,53,0.48
409,54,0.436666667
409,55,-0.453333333
409,56,-0.483333333
409,57,-0.0899999999999999
409,58,-0.0700000000000003
409,59,0.42
411,38,-0.726666667
411,39,-0.170000000000001
411,40,-0.123333333
411,42,-0.766666667
411,43,0.0900000000000003
411,44,-0.796666667
411,45,-0.17
411,46,-0.0100000000000002
411,47,-0.173333333
411,48,-0.00666666699999974
411,49,-0.02
411,50,0.0933333329999999
411,51,0.706666667
411,52,0.306666667
411,54,0.156666667
411,55,-0.733333333
411,56,-0.303333333
411,57,0.0599999999999996
411,58,-0.17
411,61,-0.123333333
411,62,0.0599999999999996
411,63,0.0366666670000004
411,64,-0.453333333
411,65,0.0499999999999998
411,66,0.0533333330000003
411,67,-0.0833333329999997
411,68,-0.206666667
411,69,-0.726666667000001
411,70,0.156666667
411,73,0.443333333
411,75,0.0633333329999992
411,78,-1.383333333
411,79,-1.14
411,80,-0.36
411,81,-1.343333333
411,82,-0.03
411,83,0.0233333330000001
411,85,-0.346666667
