CG_h1_data1,CG_h1_data2,CG_h1_data3,CG_h1_data4
30,25,0.0633333330000001,-0.32
30,26,-0.396666667,0.32
30,27,-0.04,-0.0999999999999996
30,28,0.91,-0.25
30,29,0.506666667,0.819999999999999
30,30,1.24,0.0599999999999996
30,31,-0.390000000000001,1.4
30,32,-0.756666666999999,-0.300000000000001
30,33,-0.726666667000001,-0.27
30,34,-0.24,-0.4
30,35,-0.0133333329999994,-0.34
30,36,-0.473333333,0.11
30,41,-1.16,-1.32
30,42,-1.456666667,-0.45
30,43,-0.919999999999999,-0.7
30,44,-1.036666667,-0.56
30,45,-0.88,-0.35
30,46,-0.16,-0.899999999999999
30,47,-0.383333333,0.19
30,48,-0.036666667,-0.61
31,2,2.31333333,-2.8
31,3,0.619999999999999,1.8
31,4,-1.183333333,0
31,13,-1.696666667,0.199999999999999
31,14,-0.316666667,-2.3
31,17,-0.633333332999999,-1.35
35,2,0.113333330000001,-0.800000000000001
35,3,-0.98,0.4
35,4,-2.683333333,-2
35,5,NaN,NaN
35,6,-1.193333333,NaN
35,7,0.696666667,-1.4
35,8,1.14,0
35,9,1,0
35,10,1.37,0.3
35,11,NaN,NaN
35,12,NaN,NaN
35,15,NaN,NaN
35,16,-0.593333333,NaN
35,17,-0.333333333,-0.699999999999999
35,18,-1.203333333,-0.200000000000001
35,19,-0.96,-1.6
35,20,-0.606666667,-1.47
35,21,-0.396666667,-0.28
35,22,0.436666667000001,-0.800000000000001
35,23,0.456666666999999,0
35,24,0.143333332999999,0.600000000000001
35,25,-0.156666667,0.0199999999999996
35,26,-0.476666667,0.100000000000001
35,27,0.28,-0.27
35,28,0.609999999999999,0
35,29,0.826666667,0.300000000000001
35,30,0.94,0.3
35,31,-0.390000000000001,1.2
35,32,-0.756666666999999,-0.300000000000001
35,33,0.153333333,-0.9
35,34,0.16,0
35,35,0.0366666670000004,0.21
35,36,-0.463333333,0.28
35,37,-0.18,-0.859999999999999
35,38,-0.796666667,-0.449999999999999
35,39,-0.840000000000001,-0.47
35,40,-0.823333333,0.100000000000001
35,41,-1.86,0
35,42,-1.206666667,-1.4
35,43,-0.12,-1.6
35,44,-1.016666667,0.2
40,2,0.0633333300000007,-1.05
40,3,-0.68,0.6
40,4,-2.933333333,-0.85
40,7,0.916666666999999,-0.449999999999999
40,8,1.34,0.27
40,9,-0.649999999999999,1.85
40,10,0.73,-0.93
40,11,0.906666667,0.73
40,12,0.26,1.2
40,13,-2.096666667,0.970000000000001
40,14,-0.916666666999999,-1.9
40,15,-0.46,-1.38
40,16,-0.233333333,-0.51
40,17,-0.0633333330000001,-0.0599999999999996
40,18,-0.143333333,-0.14
40,19,-0.96,0.0299999999999994
40,20,-0.576666667,-0.9
40,21,-0.186666667,-0.0899999999999999
40,22,0.376666667,-0.46
40,23,-0.0233333330000001,0.699999999999999
40,24,0.323333333,-0.0600000000000005
40,27,0.36,0.0800000000000001
40,28,0.37,0.779999999999999
40,31,0.300000000000001,0.199999999999999
40,32,-0.706666667,0.510000000000002
40,35,0.056666667,0.11
40,36,-0.133333333,-0.0499999999999998
40,39,-0.83,-0.29
40,40,0.00666666700000018,-0.98
40,43,-0.18,-1.1
40,44,-0.796666667,-0.24
40,47,-0.0733333329999999,0.14
40,52,0.376666667,0.32
40,53,0.81,0.109999999999999
40,54,0.526666667,0.49
40,55,-0.483333333,0.73
40,56,-0.713333333,0
40,57,-0.32,-0.51
40,58,-0.180000000000001,-0.47
40,59,0.289999999999999,-0.39
40,60,0.0366666670000004,0.329999999999999
40,61,-0.0833333329999997,0
40,64,-0.453333333,0.48
40,67,-0.0933333330000004,-0.19
40,68,-0.236666667,-0.0300000000000002
40,71,0.163333333,0.11
40,72,-0.119999999999999,0.489999999999999
40,73,0.00333333299999961,0.22
40,74,0.409999999999999,0.100000000000001
40,75,-0.056666667,0.76
40,78,-1.273333333,0
40,79,-1.5,-0.94
40,80,-0.49,-1.52
40,81,-1.103333333,-0.68
40,82,0.05,-1.38
40,83,-0.036666667,0.0800000000000001
40,84,-0.476666667,0.11
40,85,-0.346666667,-0.91
40,86,-0.613333333,0.1
40,87,-0.28,-0.47
40,88,-0.37,-0.28
40,89,-0.303333333,-0.11
40,90,-0.033333333,-0.36
40,91,-0.123333333,0
43,6,0.606666667000001,-1
43,7,1.396666667,0
43,8,1.64,0
43,9,-0.199999999999999,1
43,10,0.67,-0.300000000000001
43,11,1.546666667,-0.0500000000000007
43,12,0.32,2
43,13,-1.696666667,0
43,14,-0.816666667,-2
43,15,-0.24,-2
43,16,-1.393333333,0.5
43,17,-0.0333333329999999,-1.8
43,18,0.196666667,0
43,19,-0.46,0.17
43,22,-0.0633333329999992,-0.25
43,23,-0.243333333000001,0.100000000000001
43,24,0.0433333329999996,-0.2
43,25,-0.136666667,-0.3
43,26,-0.376666666999999,-0.100000000000001
43,29,0.426666667,-0.2
47,3,-1.58,3
47,4,-2.883333333,-0.800000000000001
47,5,-0.0933333330000004,-4
47,6,-0.193333333,-1.7
47,7,0.596666667,-0.7
47,8,0.940000000000001,-0.100000000000001
47,9,-0.399999999999999,0.799999999999999
47,10,-0.0299999999999994,-0.200000000000001
47,11,0.896666667,-0.5
51,5,-1.093333333,-3.2
51,6,0.306666667000001,-1.1
51,7,0.896666667,-0.2
51,20,-0.676666667,-0.899999999999999
51,21,-0.246666667,-0.65
51,22,0.346666667,-0.409999999999999
51,23,0.056666667,0.43
51,24,0.193333333,0.25
51,25,-0.0366666670000004,0
51,26,-0.0766666669999996,-0.2
51,31,-0.19,0.899999999999999
51,34,0.16,-0.42
60,4,-2.583333333,1.5
60,5,-2.593333333,-1.5
60,6,0.406666667000001,-2.9
60,7,1.196666667,-0.399999999999999
60,8,1.64,0.7
60,9,0,1.6
60,10,0.57,0.299999999999999
60,11,1.196666667,0.199999999999999
60,12,0.32,1.6
60,13,-1.496666667,0.100000000000001
60,14,-1.416666667,-0.700000000000001
60,17,0.166666667,-0.3
60,18,-0.103333333,0
60,19,-0.86,0
60,20,-0.276666667,-1.2
60,21,-0.146666667,-0.3
60,22,0.436666667000001,-0.2
60,23,0.456666666999999,0.2
60,24,0.0433333329999996,1
60,25,-0.136666667,0
60,26,0.223333333,-0.5
60,27,0.71,0
60,28,1.01,0.5
60,29,0.426666667,1.3
60,30,1.54,-0.3
60,31,0.41,1
60,32,-0.456666667,0.300000000000001
60,33,-0.246666667,-0.0999999999999996
60,34,0.46,-0.4
60,35,0.246666667,0.5
60,36,-0.0233333330000001,0.2
60,37,-0.31,0
60,38,-0.976666667,0
60,39,-0.74,-0.7
60,40,-0.123333333,-0.8
60,41,-0.96,0
60,42,-0.806666667,-1
60,43,-0.22,-1
60,44,-0.916666667,0
60,45,-0.13,-1
60,46,-0.04,-0.2
60,47,-0.333333333,0
60,48,-0.496666667,0
60,49,-0.54,-0.2
62,2,3.81333333,-3
62,3,NaN,NaN
62,4,-0.683333333,NaN
62,5,-1.093333333,0
62,6,1.106666667,-2.5
62,7,0.896666667,0.5
62,8,1.64,0.0999999999999996
62,9,-0.5,2.3
62,10,2.17,-2
62,11,1.796666667,1
62,12,1.01,1.81
62,13,-0.896666667,1.27
62,14,-0.616666667000001,-0.699999999999999
62,15,-0.840000000000001,-0.199999999999999
62,16,-0.293333333000001,-0.6
62,17,0.666666667,-0.5
62,18,0.396666667,0.2
62,19,0.14,0
62,20,0.123333333,-0.6
62,23,0.556666667,0
62,24,0.243333333,0.399999999999999
62,25,0.163333333,-0.3
62,26,0.723333333,-1
62,27,0.51,0.7
62,28,NaN,NaN
62,29,0.526666667,NaN
62,30,1.24,0
62,31,-0.0899999999999999,1.3
62,32,-0.856666666999999,0.0999999999999996
62,33,0.153333333,-1
62,34,0.56,0.100000000000001
62,35,0.496666667,0.45
62,36,-0.0233333330000001,0.5
62,37,-0.26,0
62,38,-0.876666667,-0.0999999999999996
62,39,-0.44,-0.7
62,40,-0.423333333,0.0499999999999998
62,41,-1.21,-0.25
62,42,-0.606666667,-1.5
62,43,0.18,-1.2
62,44,-0.416666667,0
62,45,-0.18,-0.75
62,46,-0.04,-0.5
65,4,-3.483333333,2.2
65,5,-3.193333333,-0.9
65,12,0.0700000000000003,0.85
65,13,-1.596666667,-0.35
65,16,-1.143333333,0.35
65,17,-0.283333333,-1.05
65,18,-0.903333333,0.0999999999999996
65,19,-0.66,-1
65,20,-0.176666667,-1.3
65,21,-0.0466666670000002,-0.5
65,22,0.386666667,-0.399999999999999
65,23,0.356666667,0.149999999999999
65,24,0.0433333329999996,0.75
65,25,-0.386666667,0
65,37,-0.31,-0.2
65,38,-0.726666667,-0.4
65,39,0.239999999999999,-1.24
65,40,-0.0233333330000001,0.15
65,41,-1.13,-0.0899999999999999
65,42,-1.136666667,-1.07
65,43,-0.47,-1.08
65,44,-0.996666667,-0.3
65,45,-0.28,-0.919999999999999
65,46,-0.14,-1.05
65,47,-0.333333333,-0.17
65,48,-0.076666667,-0.6
65,49,-0.04,-0.12
65,50,0.233333333,-0.19
65,51,0.756666667,0.22
65,52,0.376666667,0.85
65,53,1.03,0.57
65,54,-0.0133333330000003,1.65
65,55,-0.503333333,0.699999999999999
65,56,-0.733333333,0
65,57,-0.34,-0.5
65,58,-0.0700000000000003,-0.6
65,59,0.27,0
65,60,0.0466666670000002,0.3
65,61,-0.323333333,0.3
65,62,-0.04,-0.25
65,63,-0.00333333299999961,-0.0499999999999998
65,64,-0.403333333,0.4
65,65,-0.0600000000000005,-0.35
65,66,0.0533333330000003,-0.0999999999999996
65,67,0.276666667,-0.25
65,68,-0.0766666670000005,0.4
65,69,-0.746666667,0.0999999999999996
65,70,0.506666667,-1
65,71,0.253333333,0.35
65,72,0.0500000000000007,0.399999999999999
65,73,0.143333332999999,0.4
65,74,0.42,0.199999999999999
65,75,-0.186666667000001,0.9
65,76,0.016666667,0
65,77,0.016666667,-0.0999999999999996
65,78,-0.983333333,-0.3
65,79,-1.24,-0.8
65,80,-0.63,-1
65,81,-1.393333333,-0.4
65,82,-0.0800000000000001,-1.5
65,83,0.0133333330000001,-0.1
65,84,-0.156666667,0.03
65,87,0.04,-0.7
65,88,-0.17,0.2
65,89,-0.083333333,-0.1
65,90,-0.083333333,-0.1
65,93,0.156666667,0.65
65,94,0.036666667,0.15
65,95,0.163333333,-0.2
65,96,0.36,-0.1
65,97,0.126666667,0.5
65,98,0.293333333000001,0.2
65,99,0.303333332999999,0.2
65,100,-0.0933333330000004,0.5
65,101,-0.296666667,0.2
65,102,-0.016666667,-0.2
65,105,-1.61,-0.2
66,2,NaN,NaN
66,5,-1.293333333,NaN
66,6,1.106666667,-2.5
66,7,0.396666667,1
66,8,0.440000000000001,0.399999999999999
66,9,-1,1.1
66,10,-0.130000000000001,0
66,11,0.196666667000001,0.6
66,12,-0.0800000000000001,0.9
66,13,-1.596666667,0.200000000000001
66,14,-1.216666667,-0.699999999999999
66,15,-1.04,-0.699999999999999
66,16,-0.593333333,-1.3
66,17,-0.0333333329999999,-0.2
66,20,-0.976666667,-1.3
66,23,-0.0433333330000005,0.3
66,24,-0.156666667000001,0.3
66,25,-0.236666667,0.6
66,26,0.123333333000001,-0.5
66,27,0.41,0.2
66,28,0.609999999999999,0.7
66,29,0.526666667,0.7
67,3,0.92,-0.5
67,4,-3.083333333,0.4
67,7,1.396666667,-1
67,8,1.34,1.3
67,9,0.0500000000000007,0.85
67,10,0.67,0.0999999999999996
67,14,-1.016666667,-0.700000000000001
68,2,3.03333333,-5.09
68,3,0.119999999999999,1.55
68,4,-2.283333333,-1
68,5,-0.493333333000001,-3.6
68,6,0.206666667,-1.35
68,9,-0.549999999999999,1.25
68,12,0.42,0.6
68,13,-1.696666667,0.300000000000001
68,14,-1.016666667,-1.5
68,15,-1.19,-0.85
68,16,-0.293333333000001,-1.9
68,17,-0.233333333,-0.5
68,18,-0.203333333,-0.600000000000001
68,19,-1.06,0
68,20,-0.526666667,-1.25
68,21,0.153333333,-1.05
68,22,0.636666667,-0.5
69,2,NaN,NaN
69,3,1.42,NaN
69,4,-2.983333333,0.800000000000001
69,5,-1.893333333,-2.7
69,6,0.106666667000001,-2.5
69,7,0.896666667,-0.5
69,18,0.296666667,-0.2
69,19,-0.86,0.5
69,20,-0.276666667,-0.7
69,21,-0.0466666670000002,-0.6
69,25,-0.336666667,0
69,26,0.123333333000001,-1
69,30,0.539999999999999,0.8
69,31,-0.34,0.75
69,34,0.46,0.399999999999999
70,2,3.81333333,-4.5
70,3,0.220000000000001,-0.800000000000001
70,4,-3.683333333,-0.5
70,5,-1.093333333,-5
70,6,0.606666667000001,-2.5
70,7,0.0966666669999992,0.300000000000001
70,8,-0.359999999999999,0
70,9,-1.7,1
70,10,0.17,-1
70,11,0.296666667,0.300000000000001
70,12,0.120000000000001,0.0999999999999996
70,13,-1.396666667,-0.200000000000001
70,14,-0.0166666669999991,-2.1
70,15,-1.24,0.399999999999999
70,16,-0.893333333,-1
70,17,-0.233333333,-1
70,18,-0.403333333,-0.350000000000001
70,19,-1.06,-0.3
70,20,-0.276666667,-1.6
70,21,0.153333333,-0.399999999999999
70,22,0.536666667,0
70,23,-0.343333333,1.2
70,24,0.143333332999999,-0.0999999999999996
70,25,0.0633333330000001,0
70,26,0.0233333330000001,0
70,27,0.11,0.6
70,28,0.41,0.199999999999999
70,29,0.326666667,0.300000000000001
70,30,0.839999999999999,-0.0999999999999996
70,31,-0.0899999999999999,1
70,32,-0.356666666999999,0
70,33,0.0533333330000003,-0.2
70,34,0.46,0.0999999999999996
70,37,-0.46,-0.3
70,38,-0.676666667,-0.55
72,2,NaN,NaN
72,3,0.42,NaN
72,4,-0.683333333,-1
72,5,-2.593333333,-0.5
72,6,1.106666667,-4
72,9,0.800000000000001,0.5
72,12,0.620000000000001,1.2
72,15,-0.04,-1.5
72,19,-0.66,0.0499999999999998
72,20,-0.976666667,-0.3
72,23,0.356666667,0.5
72,24,0.443333333,0.6
72,25,0.613333333,-0.25
72,26,0.223333333,0.5
72,27,0.71,0.2
72,30,1.29,NaN
75,2,1.81333333,-2
75,3,1.92,-0.5
75,4,-1.183333333,0.5
75,5,-3.093333333,0.5
75,6,0.106666667000001,-2.5
75,17,-1.083333333,-1
79,2,2.31333333,-3.3
79,3,-0.48,2.9
79,4,-2.283333333,-1.3
79,5,-2.693333333,-1.7
79,6,0.106666667000001,-2.8
79,7,0.296666667,0.0999999999999996
79,8,0.84,0
79,9,0.200000000000001,0.199999999999999
79,10,0.57,-0.4
79,15,-0.739999999999999,-2.7
79,16,-0.293333333000001,-1.1
79,17,-0.0333333329999999,-0.0999999999999996
79,18,0.196666667,0
79,21,-0.846666667,0.4
79,22,-0.0633333329999992,-1
79,23,0.456666666999999,-0.5
79,24,0.343333332999999,0.100000000000001
79,25,-0.0366666670000004,0
79,26,-1.276666667,0.8
80,5,-2.393333333,-1.4
80,8,1.54,-0.100000000000001
80,9,-0.6,1.8
80,10,0.470000000000001,-1.1
80,18,-0.303333333,-0.2
80,19,-1.16,0.399999999999999
82,2,3.56333333,-2.95
82,8,1.89,-0.25
82,9,0.100000000000001,1.7
82,10,0.970000000000001,-0.0500000000000007
82,11,1.196666667,0.649999999999999
82,12,0.0199999999999996,1.65
82,13,-1.446666667,-0.25
82,14,-1.116666667,-1.15
82,15,-0.739999999999999,-1.8
82,16,-0.0933333330000004,-1.3
82,17,-0.0333333329999999,-0.2
82,18,-0.303333333,-0.2
82,19,-0.96,-0.300000000000001
82,20,-0.276666667,-1.6
82,21,0.353333333,-0.9
82,22,0.436666667000001,0.3
82,23,0.256666666999999,0.4
82,24,-0.056666667,0.699999999999999
82,25,-0.0366666670000004,-0.399999999999999
82,26,0.323333333,-0.8
82,27,0.81,0
82,32,-0.806666667,-0.449999999999999
84,2,1.81333333,-5
84,5,0.906666667,-8
84,6,0.406666667000001,-0.3
84,7,0.896666667,0
84,10,0.0700000000000003,-1.2
84,11,0.396666667,0
84,12,0.32,0.4
84,15,-2.04,0.5
84,16,-0.693333333,-2.7
84,17,-0.633333332999999,-1.7
84,18,-0.503333333,-0.6
84,19,-0.86,-0.6
84,20,-0.376666667,-1.1
84,21,0.453333333,-1.1
84,22,0.736666667000001,0.399999999999999
84,25,-0.636666667,-0.3
84,26,-0.776666667,-0.5
84,29,-0.273333333,0.5
84,30,0.539999999999999,-0.5
84,31,-1.19,1.3
84,32,-0.656666667,-1.5
84,33,-0.846666667,-0.5
84,34,0.51,-1.75
84,35,-0.153333333,0.4
84,36,NaN,NaN
84,37,-0.31,NaN
84,38,-0.676666667,-0.0999999999999996
84,39,-0.140000000000001,-0.7
84,40,-0.123333333,-0.4
84,41,-1.06,-0.2
84,42,-0.606666667,-1.6
84,43,-0.12,-0.7
84,44,-0.216666667,0
84,45,0.27,-0.4
84,46,0.0600000000000001,0.2
84,49,0.0600000000000001,-0.2
84,50,0.243333333,-0.2
84,51,0.486666667,0.5
84,52,-0.223333333,0.9
84,53,0.38,-0.0999999999999996
84,54,-0.263333333,0.5
84,55,-0.503333333,-0.4
84,56,-0.133333333,-1.5
84,57,-0.34,-0.4
84,58,-0.37,-0.7
84,59,0.22,-0.8
84,60,0.096666667,0.2
84,61,-0.323333333,0.0999999999999996
84,62,-0.04,-0.600000000000001
84,63,-0.0533333329999994,-0.2
84,64,-0.253333333,0.0999999999999996
84,65,-0.00999999999999979,-0.5
84,66,-0.0466666669999993,-0.300000000000001
84,67,-0.323333333,0
84,68,-0.376666667,-0.2
84,71,0.0533333329999994,0.75
84,72,0.25,0
84,73,-0.256666667,0.8
84,74,0.52,-0.3
84,75,0.0133333329999994,0.7
84,76,-0.283333333,0.399999999999999
84,77,0.316666667,-0.899999999999999
84,78,-1.083333333,0.4
84,79,-0.64,-1.3
84,80,0.17,-1
84,81,-1.193333333,0.1
84,82,0.22,-1.7
84,83,0.0133333330000001,0.2
84,84,-0.156666667,0.1
84,85,-0.366666667,-0.2
84,86,-0.0433333329999999,-0.5
84,89,0.016666667,-0.1
84,90,0.016666667,0
84,93,0.406666667,0
84,94,0.236666667,0.2
84,97,-0.0733333329999999,-0.1
84,98,-0.106666667,0.0999999999999996
84,101,-0.396666667,0.0999999999999996
84,102,-0.216666667,-0.399999999999999
84,103,-0.213333333,-0.35
84,104,-0.696666667,-0.0999999999999996
84,105,-1.31,-0.5
84,106,-1.556666667,-1.1
84,109,-1.403333333,-0.2
84,110,-0.186666667,-1.3
84,113,-0.143333333,0
84,114,-0.093333333,0
86,12,1.12,1.6
86,13,-0.996666667000001,1.2
86,24,0.0433333329999996,0.5
86,25,-0.536666667,-0.0999999999999996
87,6,1.106666667,NaN
87,7,1.396666667,0.8
87,8,1.74,0.9
87,11,0.896666667,NaN
87,16,-0.693333333,-1.1
87,27,NaN,NaN
87,28,NaN,NaN
87,34,0.56,0.2
94,6,-0.593333332999999,NaN
94,7,0.946666667,-1.55
94,8,1.14,0.6
94,9,-0.0999999999999996,1.2
94,10,0.17,0.199999999999999
94,15,0.56,-2.3
94,16,-0.693333333,0.899999999999999
94,19,-0.760000000000001,0
94,22,0.436666667000001,-0.510000000000001
94,23,0.576666667,-0.0199999999999996
94,24,0.243333333,0.52
94,25,-0.476666667,0.44
94,26,0.583333333000001,-1.45
94,29,0.526666667,1.2
94,32,-0.556666667,0.5
94,40,-0.123333333,0.2
94,41,-0.86,-0.399999999999999
94,42,-0.306666667,-1.5
94,43,0.0800000000000001,-0.7
94,44,-0.616666667,-0.2
94,45,-0.13,-0.7
94,46,0.0600000000000001,-0.4
94,47,-0.133333333,0.1
94,48,-0.096666667,-0.3
94,49,-0.14,-0.0999999999999996
94,50,0.343333333,NaN
94,51,0.586666667,0.4
94,52,0.376666667,0.6
94,53,0.58,0.100000000000001
94,54,0.136666667,0.399999999999999
94,57,0.26,-0.2
94,58,0.33,-0.100000000000001
94,59,0.52,-0.2
94,60,0.096666667,0.6
94,61,-0.423333333,0.300000000000001
94,64,-0.653333333,0.2
94,65,-0.21,-0.600000000000001
94,66,-0.0466666669999993,-0.300000000000001
94,69,-0.546666667,-0.2
94,72,0.16,0.0200000000000005
94,73,0.0233333330000001,0.42
94,80,-0.13,-0.9
99,8,1.09,1.11
99,9,-0.25,0.710000000000001
99,10,0.57,-0.19
99,11,1.076666667,0.42
99,15,-0.44,-0.6
99,16,0.056666667,-1.05
99,17,-0.333333333,0.35
99,18,-0.203333333,-0.800000000000001
99,19,-0.46,-0.7
99,20,-0.776666667,-0.5
99,28,0.51,0.65
99,29,0.826666667,0.2
99,30,0.239999999999998,1.6
99,31,-0.49,0.4
99,32,-0.256666666999999,-0.800000000000001
99,33,-0.246666667,-0.0999999999999996
99,40,-0.423333333,-0.600000000000001
99,41,-1.06,-0.300000000000001
99,42,-1.206666667,-0.600000000000001
99,43,-0.22,-1.4
99,44,-0.916666667,-0.0999999999999996
99,47,-0.0333333329999999,-0.3
99,48,-0.096666667,0.1
99,49,-0.14,0
99,50,0.0433333329999996,-0.0999999999999996
99,51,0.586666667,0.1
99,56,-0.433333333,-0.44
99,71,0.0533333329999994,0.600000000000001
99,79,-1.34,-1.1
99,84,-0.656666667,0.02
99,85,-0.366666667,-0.6
99,86,-0.243333333,-0.5
99,87,-0.46,-0.2
99,88,-0.37,-0.4
99,91,0.076666667,-0.1
99,92,0.186666667,0.1
99,95,0.0633333330000001,0.2
99,96,-0.04,0.2
99,99,0.103333333,0.3
99,100,0.00666666699999929,0.2
99,110,-0.686666667,-1.1
100,20,0.0233333330000001,-1.6
100,21,0.353333333,-0.7
100,22,0.536666667,-0.5
100,23,-0.0933333330000004,0.5
100,24,0.0433333329999996,0.25
100,25,-0.386666667,0.25
100,26,-0.526666667,0.25
100,27,0.71,-0.25
100,28,0.51,0.5
100,29,-0.0233333330000001,1
100,30,0.539999999999999,0.25
100,31,-0.34,0.75
100,34,0.26,-0.5
100,35,-0.553333333,0.800000000000001
404,38,-0.716666667,-0.24
404,39,-0.0600000000000005,-0.87
404,40,-0.283333333,-0.149999999999999
404,41,-0.6,-0.7
404,42,-0.626666666999999,-0.760000000000001
404,43,-0.22,-0.6
404,44,-0.596666667,-0.48
404,45,-0.2,-0.64
404,46,-0.15,-0.31
