CG_h2_data1,CG_h2_data2,CG_h2_data3,CG_h2_data4
30,11,0.77,-0.229999999999999
30,12,-1.396666667,0.199999999999999
30,13,-2.016666667,-0.200000000000001
30,14,-2.29,-0.65
30,15,-2.393333333,-0.5
30,16,-2.083333333,-0.75
30,17,-0.753333333,-2.1
30,18,-1.22,-0.59
30,19,-1.576666667,-0.33
30,20,-1.846666667,0
30,21,-1.063333333,-0.600000000000001
30,22,0.0666666669999998,-1.11
30,23,-0.056666667,0.0899999999999999
30,24,-0.256666667,-0.0800000000000001
30,25,-0.0766666669999996,-0.350000000000001
30,26,-0.14,0.529999999999999
30,27,0.66,-0.25
30,28,1.326666667,-0.199999999999999
30,29,1.3,0.59
30,30,1.01,0.140000000000001
30,31,-1.056666667,1.3
30,32,-0.996666667,-0.35
30,33,-0.640000000000001,-0.299999999999999
30,34,-0.353333332999999,-0.4
30,35,-0.363333333,-0.31
30,36,-1.11,0.21
30,41,-1.906666667,-1.3
30,42,-1.62,-0.62
30,43,-1.596666667,-0.62
30,44,-1.23,-0.48
30,45,-1.06,-0.380000000000001
30,46,-0.193333333,-0.89
30,47,-0.646666667,0.43
30,48,-0.04,-0.9
31,2,2.42,-0.5
31,3,-1.183333333,0.5
31,4,-1.593333333,0
31,13,-2.616666667,0
31,14,-2.29,-1.55
31,17,-2.103333333,0.550000000000001
35,2,-0.58,0.5
35,3,-4.683333333,-0.5
