MZ_data_mat_h11,MZ_data_mat_h12,MZ_data_mat_h13,MZ_data_mat_h14
23,2,14,12.81333333
23,3,11.9,12.42
23,5,11,7.906666667
23,6,7,8.106666667
23,8,7.85,9.14
23,9,8.3,8.8
23,10,9,9.17
23,12,9,10.32
23,14,9.8,8.183333333
23,15,10.1,7.46
23,16,8.5,7.106666667
23,17,8.12,7.166666667
23,18,7.7,6.896666667
23,20,6.2,5.523333333
23,21,5.38,5.353333333
30,1,14.7,11.75
30,2,14,12.81333333
30,3,15.1,12.42
30,4,11.7,9.316666667
30,5,12,7.906666667
30,6,8.7,8.106666667
30,7,8.1,8.396666667
30,8,8.25,9.14
30,9,9.92,8.8
30,10,9.45,9.17
30,11,9.25,9.796666667
30,12,9.88,10.32
30,13,10.1,8.803333333
30,14,9.5,8.183333333
30,15,9.25,7.46
30,16,8.75,7.106666667
30,17,7.25,7.166666667
30,18,7.3,6.896666667
30,19,7.1,6.14
30,20,7.1,5.523333333
30,21,6.5,5.353333333
30,22,5.57,5.536666667
30,23,6,5.656666667
30,24,6.06,6.043333333
30,25,5.8,5.863333333
30,26,6.12,5.723333333
30,27,6.25,6.21
30,28,6.1,7.01
30,29,7.22,7.726666667
30,30,7.3,8.54
30,31,8.8,8.41
30,32,8.6,7.843333333
30,33,8.38,7.653333333
30,34,8,7.76
30,35,7.76,7.746666667
30,36,7.95,7.476666667
30,38,7.65,6.023333333
30,40,6.09,5.376666667
30,41,5.7,4.54
30,42,5.35,3.893333333
30,43,4.6,3.68
30,44,4.12,3.083333333
30,45,3.95,3.07
30,46,3.12,2.96
30,47,3.35,2.966666667
30,48,3.04,3.003333333
30,50,3.15,3.243333333
31,1,15.3,11.75
31,2,10.5,12.81333333
31,3,11.8,12.42
31,4,10.5,9.316666667
31,6,8.75,8.106666667
31,8,7.5,9.14
31,10,8,9.17
31,12,9.75,10.32
31,13,10.5,8.803333333
31,14,8.5,8.183333333
31,16,8.95,7.106666667
31,17,7.8,7.166666667
31,20,6.5,5.523333333
35,1,15.3,11.75
35,2,12.7,12.81333333
35,3,13.4,12.42
35,4,12,9.316666667
35,5,NaN,7.906666667
35,6,9.3,8.106666667
35,7,7.7,8.396666667
35,8,8,9.14
35,9,7.8,8.8
35,10,7.8,9.17
35,11,NaN,9.796666667
35,12,NaN,10.32
35,14,NaN,8.183333333
35,15,NaN,7.46
35,16,7.7,7.106666667
35,17,7.5,7.166666667
35,18,8.1,6.896666667
35,19,7.1,6.14
35,20,6.13,5.523333333
35,21,5.75,5.353333333
35,22,5.1,5.536666667
35,23,5.2,5.656666667
35,24,5.9,6.043333333
35,25,6.02,5.863333333
35,26,6.2,5.723333333
35,27,5.93,6.21
35,28,6.4,7.01
35,29,6.9,7.726666667
35,30,7.6,8.54
35,31,8.8,8.41
35,32,8.6,7.843333333
35,33,7.5,7.653333333
35,34,7.6,7.76
35,35,7.71,7.746666667
35,36,7.94,7.476666667
35,37,7.17,6.99
35,38,6.82,6.023333333
35,39,6.4,5.56
35,40,6.2,5.376666667
35,41,6.4,4.54
35,42,5.1,3.893333333
35,43,3.8,3.68
35,44,4.1,3.083333333
40,1,14.4,11.75
40,2,12.75,12.81333333
40,3,13.1,12.42
40,4,12.25,9.316666667
40,6,9.15,8.106666667
40,7,7.48,8.396666667
40,8,7.8,9.14
40,9,9.45,8.8
40,10,8.44,9.17
40,11,8.89,9.796666667
40,12,10.06,10.32
40,13,10.9,8.803333333
40,14,9.1,8.183333333
40,15,7.92,7.46
40,16,7.34,7.106666667
40,17,7.23,7.166666667
40,18,7.04,6.896666667
40,19,7.1,6.14
40,20,6.1,5.523333333
40,21,5.54,5.353333333
40,22,5.16,5.536666667
40,23,5.68,5.656666667
40,24,5.72,6.043333333
40,26,5.79,5.723333333
40,27,5.85,6.21
40,28,6.64,7.01
40,30,7.9,8.54
40,31,8.11,8.41
40,32,8.55,7.843333333
40,34,7.61,7.76
40,35,7.69,7.746666667
40,36,7.61,7.476666667
40,38,6.68,6.023333333
40,39,6.39,5.56
40,40,5.37,5.376666667
40,42,4.68,3.893333333
40,43,3.86,3.68
40,44,3.88,3.083333333
40,46,2.78,2.96
40,47,3.04,2.966666667
40,51,3.44,3.986666667
40,52,4.1,4.476666667
40,53,4.47,5.28
40,54,5.21,5.736666667
40,55,6.08,5.596666667
40,56,6.08,5.366666667
40,57,5.58,5.26
40,58,5.11,4.93
40,59,4.73,5.02
40,60,5.06,5.096666667
40,61,5.06,4.976666667
40,63,5.02,5.046666667
40,64,5.5,5.046666667
40,66,5.25,5.053333333
40,67,5.07,4.976666667
40,68,5.06,4.823333333
40,70,4.26,4.406666667
40,71,4.29,4.453333333
40,72,4.77,4.65
40,73,5.04,5.043333333
40,74,5.11,5.52
40,75,5.77,5.713333333
40,77,6.08,6.016666667
40,78,6.09,4.816666667
40,79,5.16,3.66
40,80,3.66,3.17
40,81,3.01,1.906666667
40,82,1.67,1.72
40,83,1.75,1.713333333
40,84,2.12,1.643333333
40,85,1.68,1.333333333
40,86,1.77,1.156666667
40,87,1.32,1.04
40,88,1.3,0.93
40,89,1.22,0.916666667
40,90,0.95,0.916666667
40,91,1.2,1.076666667
40,93,1.5,2.006666667
43,1,13.8,11.75
43,5,9.5,7.906666667
43,6,7.5,8.106666667
43,7,7,8.396666667
43,8,7.5,9.14
43,9,9,8.8
43,10,8.5,9.17
43,11,8.25,9.796666667
43,12,10,10.32
43,13,10.5,8.803333333
43,14,9,8.183333333
43,15,7.7,7.46
43,16,8.5,7.106666667
43,17,7.2,7.166666667
43,18,6.7,6.896666667
43,19,6.6,6.14
43,21,5.44,5.353333333
43,22,5.6,5.536666667
43,23,5.9,5.656666667
43,24,6,6.043333333
43,25,6,5.863333333
43,26,6.1,5.723333333
43,28,6.8,7.01
43,29,7.3,7.726666667
47,2,10.3,12.81333333
47,3,14,12.42
47,4,12.2,9.316666667
47,5,8,7.906666667
47,6,8.3,8.106666667
47,7,7.8,8.396666667
47,8,8.2,9.14
47,9,9.2,8.8
47,10,9.2,9.17
47,11,8.9,9.796666667
51,4,12,9.316666667
51,5,9,7.906666667
51,6,7.8,8.106666667
51,7,7.5,8.396666667
51,10,8.9,9.17
51,14,9.8,8.183333333
51,17,7.1,7.166666667
51,19,7.2,6.14
51,20,6.2,5.523333333
51,21,5.6,5.353333333
51,22,5.19,5.536666667
51,23,5.6,5.656666667
51,24,5.85,6.043333333
51,25,5.9,5.863333333
51,26,5.8,5.723333333
51,30,7.7,8.54
51,31,8.6,8.41
51,33,8,7.653333333
51,34,7.6,7.76
60,3,11.2,12.42
60,4,11.9,9.316666667
60,5,10.5,7.906666667
60,6,7.7,8.106666667
60,7,7.2,8.396666667
60,8,7.5,9.14
60,9,8.8,8.8
60,10,8.6,9.17
60,11,8.6,9.796666667
60,12,10,10.32
60,13,10.3,8.803333333
60,14,9.6,8.183333333
60,16,7.5,7.106666667
60,17,7,7.166666667
60,18,7,6.896666667
60,19,7,6.14
60,20,5.8,5.523333333
60,21,5.5,5.353333333
60,22,5.1,5.536666667
60,23,5.2,5.656666667
60,24,6,6.043333333
60,25,6,5.863333333
60,26,5.5,5.723333333
60,27,5.5,6.21
60,28,6,7.01
60,29,7.3,7.726666667
60,30,7,8.54
60,31,8,8.41
60,32,8.3,7.843333333
60,33,7.9,7.653333333
60,34,7.3,7.76
60,35,7.5,7.746666667
60,36,7.5,7.476666667
60,37,7.3,6.99
60,38,7,6.023333333
60,39,6.3,5.56
60,40,5.5,5.376666667
60,41,5.5,4.54
60,42,4.7,3.893333333
60,43,3.9,3.68
60,44,4,3.083333333
60,45,3.2,3.07
60,46,3,2.96
60,47,3.3,2.966666667
60,48,3.5,3.003333333
60,49,3.6,3.06
62,1,13,11.75
62,2,9,12.81333333
62,3,NaN,12.42
62,4,10,9.316666667
62,5,9,7.906666667
62,6,7,8.106666667
62,7,7.5,8.396666667
62,8,7.5,9.14
62,9,9.3,8.8
62,10,7,9.17
62,11,8,9.796666667
62,12,9.31,10.32
62,13,9.7,8.803333333
62,14,8.8,8.183333333
62,15,8.3,7.46
62,16,7.4,7.106666667
62,17,6.5,7.166666667
62,18,6.5,6.896666667
62,19,6,6.14
62,20,5.4,5.523333333
62,22,5.2,5.536666667
62,23,5.1,5.656666667
62,24,5.8,6.043333333
62,25,5.7,5.863333333
62,26,5,5.723333333
62,27,5.7,6.21
62,28,NaN,7.01
62,29,7.2,7.726666667
62,30,7.3,8.54
62,31,8.5,8.41
62,32,8.7,7.843333333
62,33,7.5,7.653333333
62,34,7.2,7.76
62,35,7.25,7.746666667
62,36,7.5,7.476666667
62,37,7.25,6.99
62,38,6.9,6.023333333
62,39,6,5.56
62,40,5.8,5.376666667
62,41,5.75,4.54
62,42,4.5,3.893333333
62,43,3.5,3.68
62,44,3.5,3.083333333
62,45,3.25,3.07
62,46,3,2.96
65,1,14.65,11.75
65,3,10.1,12.42
65,4,12.8,9.316666667
65,5,11.1,7.906666667
65,7,9.3,8.396666667
65,9,8.9,8.8
65,11,9.25,9.796666667
65,12,10.25,10.32
65,13,10.4,8.803333333
65,15,7.6,7.46
65,16,8.25,7.106666667
65,17,7.45,7.166666667
65,18,7.8,6.896666667
65,19,6.8,6.14
65,20,5.7,5.523333333
65,21,5.4,5.353333333
65,22,5.15,5.536666667
65,23,5.3,5.656666667
65,24,6,6.043333333
65,25,6.25,5.863333333
65,27,5.25,6.21
65,34,7.6,7.76
65,36,7.68,7.476666667
65,37,7.3,6.99
65,38,6.75,6.023333333
65,39,5.32,5.56
65,40,5.4,5.376666667
65,41,5.67,4.54
65,42,5.03,3.893333333
65,43,4.15,3.68
65,44,4.08,3.083333333
65,45,3.35,3.07
65,46,3.1,2.96
65,47,3.3,2.966666667
65,48,3.08,3.003333333
65,49,3.1,3.06
65,50,3.01,3.243333333
65,51,3.23,3.986666667
65,52,4.1,4.476666667
65,53,4.25,5.28
65,54,5.75,5.736666667
65,55,6.1,5.596666667
65,56,6.1,5.366666667
65,57,5.6,5.26
65,58,5,4.93
65,59,4.75,5.02
65,60,5.05,5.096666667
65,61,5.3,4.976666667
65,62,5.1,5.06
65,63,5.05,5.046666667
65,64,5.45,5.046666667
65,65,5.15,5.09
65,66,5,5.053333333
65,67,4.7,4.976666667
65,68,4.9,4.823333333
65,69,5,4.253333333
65,70,3.9,4.406666667
65,71,4.2,4.453333333
65,72,4.6,4.65
65,73,4.9,5.043333333
65,74,5.1,5.52
65,75,5.9,5.713333333
65,76,6,6.016666667
65,77,6,6.016666667
65,78,5.8,4.816666667
65,79,4.9,3.66
65,80,3.8,3.17
65,81,3.3,1.906666667
65,82,1.8,1.72
65,83,1.7,1.713333333
65,84,1.8,1.643333333
65,86,1.6,1.156666667
65,87,1,1.04
65,88,1.1,0.93
65,89,1,0.916666667
65,90,1,0.916666667
65,92,1.1,1.486666667
65,93,1.85,2.006666667
65,94,2.5,2.536666667
65,95,2.7,2.863333333
65,96,3,3.36
65,97,3.7,3.826666667
65,98,4.1,4.393333333
65,99,4.4,4.703333333
65,100,5,4.906666667
65,101,5.2,4.903333333
65,102,5,4.983333333
65,104,5.2,4.303333333
65,105,5,3.39
66,1,NaN,11.75
66,2,NaN,12.81333333
66,4,NaN,9.316666667
66,5,9.2,7.906666667
66,6,7,8.106666667
66,7,8,8.396666667
66,8,8.7,9.14
66,9,9.8,8.8
66,10,9.3,9.17
66,11,9.6,9.796666667
66,12,10.4,10.32
66,13,10.4,8.803333333
66,14,9.4,8.183333333
66,15,8.5,7.46
66,16,7.7,7.106666667
66,17,7.2,7.166666667
66,19,7.5,6.14
66,20,6.5,5.523333333
66,22,5.2,5.536666667
66,23,5.7,5.656666667
66,24,6.2,6.043333333
66,25,6.1,5.863333333
66,26,5.6,5.723333333
66,27,5.8,6.21
66,28,6.4,7.01
66,29,7.2,7.726666667
66,31,8.8,8.41
66,34,7.2,7.76
67,2,10,12.81333333
67,3,11.5,12.42
67,4,12.4,9.316666667
67,6,8,8.106666667
67,7,7,8.396666667
67,8,7.8,9.14
67,9,8.75,8.8
67,10,8.5,9.17
67,13,10,8.803333333
67,14,9.2,8.183333333
67,17,7.35,7.166666667
68,1,14.4,11.75
68,2,9.78,12.81333333
68,3,12.3,12.42
68,4,11.6,9.316666667
68,5,8.4,7.906666667
68,6,7.9,8.106666667
68,8,8,9.14
68,9,9.35,8.8
68,11,9.15,9.796666667
68,12,9.9,10.32
68,13,10.5,8.803333333
68,14,9.2,8.183333333
68,15,8.65,7.46
68,16,7.4,7.106666667
68,17,7.4,7.166666667
68,18,7.1,6.896666667
68,19,7.2,6.14
68,20,6.05,5.523333333
68,21,5.2,5.353333333
68,22,4.9,5.536666667
69,1,14.5,11.75
69,2,NaN,12.81333333
69,3,11,12.42
69,4,12.3,9.316666667
69,5,9.8,7.906666667
69,6,8,8.106666667
69,7,7.5,8.396666667
69,11,9.5,9.796666667
69,13,11,8.803333333
69,17,6.8,7.166666667
69,18,6.6,6.896666667
69,19,7,6.14
69,20,5.8,5.523333333
69,21,5.4,5.353333333
69,24,5.5,6.043333333
69,25,6.2,5.863333333
69,26,5.6,5.723333333
69,29,6.9,7.726666667
69,30,8,8.54
69,31,8.75,8.41
69,33,7.4,7.653333333
69,34,7.3,7.76
70,1,14,11.75
70,2,9,12.81333333
70,3,12.2,12.42
70,4,13,9.316666667
70,5,9,7.906666667
70,6,7.5,8.106666667
70,7,8.3,8.396666667
70,8,9.5,9.14
70,9,10.5,8.8
70,10,9,9.17
70,11,9.5,9.796666667
70,12,10.2,10.32
70,13,10.2,8.803333333
70,14,8.2,8.183333333
70,15,8.7,7.46
70,16,8,7.106666667
70,17,7.4,7.166666667
70,18,7.3,6.896666667
70,19,7.2,6.14
70,20,5.8,5.523333333
70,21,5.2,5.353333333
70,22,5,5.536666667
70,23,6,5.656666667
70,24,5.9,6.043333333
70,25,5.8,5.863333333
70,26,5.7,5.723333333
70,27,6.1,6.21
70,28,6.6,7.01
70,29,7.4,7.726666667
70,30,7.7,8.54
70,31,8.5,8.41
70,32,8.2,7.843333333
70,33,7.6,7.653333333
70,34,7.3,7.76
70,36,7.85,7.476666667
70,37,7.45,6.99
70,38,6.7,6.023333333
70,40,5.9,5.376666667
72,1,13,11.75
72,2,NaN,12.81333333
72,3,12,12.42
72,4,10,9.316666667
72,5,10.5,7.906666667
72,6,7,8.106666667
72,8,7.75,9.14
72,9,8,8.8
72,11,8.6,9.796666667
72,12,9.7,10.32
72,14,9.25,8.183333333
72,15,7.5,7.46
72,18,7,6.896666667
72,19,6.8,6.14
72,20,6.5,5.523333333
72,22,4.9,5.536666667
72,23,5.3,5.656666667
72,24,5.6,6.043333333
72,25,5.25,5.863333333
72,26,5.5,5.723333333
72,27,5.5,6.21
72,29,NaN,7.726666667
72,30,7.25,8.54
75,1,14,11.75
75,2,11,12.81333333
75,3,10.5,12.42
75,4,10.5,9.316666667
75,5,11,7.906666667
75,6,8,8.106666667
75,8,7.5,9.14
75,12,10.1,10.32
75,16,8.25,7.106666667
75,17,8.25,7.166666667
79,1,14.5,11.75
79,2,10.5,12.81333333
79,3,12.9,12.42
79,4,11.6,9.316666667
79,5,10.6,7.906666667
79,6,8,8.106666667
79,7,8.1,8.396666667
79,8,8.3,9.14
79,9,8.6,8.8
79,10,8.6,9.17
79,14,10.3,8.183333333
79,15,8.2,7.46
79,16,7.4,7.106666667
79,17,7.2,7.166666667
79,18,6.7,6.896666667
79,20,6,5.523333333
79,21,6.2,5.353333333
79,22,5.6,5.536666667
79,23,5.2,5.656666667
79,24,5.7,6.043333333
79,25,5.9,5.863333333
79,26,7,5.723333333
80,2,12.3,12.81333333
80,4,11.4,9.316666667
80,5,10.3,7.906666667
80,7,7.4,8.396666667
80,8,7.6,9.14
80,9,9.4,8.8
80,10,8.7,9.17
80,13,10.3,8.803333333
80,17,7.7,7.166666667
80,18,7.2,6.896666667
80,19,7.3,6.14
80,22,4.9,5.536666667
80,24,6.1,6.043333333
82,1,13.4,11.75
82,2,9.25,12.81333333
82,7,7.5,8.396666667
82,8,7.25,9.14
82,9,8.7,8.8
82,10,8.2,9.17
82,11,8.6,9.796666667
82,12,10.3,10.32
82,13,10.25,8.803333333
82,14,9.3,8.183333333
82,15,8.2,7.46
82,16,7.2,7.106666667
82,17,7.2,7.166666667
82,18,7.2,6.896666667
82,19,7.1,6.14
82,20,5.8,5.523333333
82,21,5,5.353333333
82,22,5.1,5.536666667
82,23,5.4,5.656666667
82,24,6.1,6.043333333
82,25,5.9,5.863333333
82,26,5.4,5.723333333
82,27,5.4,6.21
82,31,8.8,8.41
82,32,8.65,7.843333333
82,35,7.3,7.746666667
84,1,17,11.75
84,2,11,12.81333333
84,4,14,9.316666667
84,5,7,7.906666667
84,6,7.7,8.106666667
84,7,7.5,8.396666667
84,9,9.8,8.8
84,10,9.1,9.17
84,11,9.4,9.796666667
84,12,10,10.32
84,14,8,8.183333333
84,15,9.5,7.46
84,16,7.8,7.106666667
84,17,7.8,7.166666667
84,18,7.4,6.896666667
84,19,7,6.14
84,20,5.9,5.523333333
84,21,4.9,5.353333333
84,22,4.8,5.536666667
84,24,6.4,6.043333333
84,25,6.5,5.863333333
84,26,6.5,5.723333333
84,28,6.8,7.01
84,29,8,7.726666667
84,30,8,8.54
84,31,9.6,8.41
84,32,8.5,7.843333333
84,33,8.5,7.653333333
84,34,7.25,7.76
84,35,7.9,7.746666667
84,36,NaN,7.476666667
84,37,7.3,6.99
84,38,6.7,6.023333333
84,39,5.7,5.56
84,40,5.5,5.376666667
84,41,5.6,4.54
84,42,4.5,3.893333333
84,43,3.8,3.68
84,44,3.3,3.083333333
84,45,2.8,3.07
84,46,2.9,2.96
84,48,3.1,3.003333333
84,49,3,3.06
84,50,3,3.243333333
84,51,3.5,3.986666667
84,52,4.7,4.476666667
84,53,4.9,5.28
84,54,6,5.736666667
84,55,6.1,5.596666667
84,56,5.5,5.366666667
84,57,5.6,5.26
84,58,5.3,4.93
84,59,4.8,5.02
84,60,5,5.096666667
84,61,5.3,4.976666667
84,62,5.1,5.06
84,63,5.1,5.046666667
84,64,5.3,5.046666667
84,65,5.1,5.09
84,66,5.1,5.053333333
84,67,5.3,4.976666667
84,68,5.2,4.823333333
84,70,4,4.406666667
84,71,4.4,4.453333333
84,72,4.4,4.65
84,73,5.3,5.043333333
84,74,5,5.52
84,75,5.7,5.713333333
84,76,6.3,6.016666667
84,77,5.7,6.016666667
84,78,5.9,4.816666667
84,79,4.3,3.66
84,80,3,3.17
84,81,3.1,1.906666667
84,82,1.5,1.72
84,83,1.7,1.713333333
84,84,1.8,1.643333333
84,85,1.7,1.333333333
84,86,1.2,1.156666667
84,88,1.1,0.93
84,89,0.9,0.916666667
84,90,0.9,0.916666667
84,92,1.5,1.486666667
84,93,1.6,2.006666667
84,94,2.3,2.536666667
84,96,3.5,3.36
84,97,3.9,3.826666667
84,98,4.5,4.393333333
84,100,5,4.906666667
84,101,5.3,4.903333333
84,102,5.2,4.983333333
84,103,4.95,4.736666667
84,104,5,4.303333333
84,105,4.7,3.39
84,106,3.6,2.043333333
84,108,1.9,1.493333333
84,109,1.7,0.296666667
84,110,0.4,0.213333333
84,112,0.2,0.156666667
84,113,0.2,0.056666667
84,114,0.2,0.106666667
86,1,14.5,11.75
86,3,14,12.42
86,5,11.4,7.906666667
86,11,7.7,9.796666667
86,12,9.2,10.32
86,13,9.8,8.803333333
86,16,8.8,7.106666667
86,21,5.25,5.353333333
86,23,5.4,5.656666667
86,24,6,6.043333333
86,25,6.4,5.863333333
87,1,15,11.75
87,3,NaN,12.42
87,5,NaN,7.906666667
87,6,7,8.106666667
87,7,7,8.396666667
87,8,7.4,9.14
87,10,NaN,9.17
87,11,8.9,9.796666667
87,13,11,8.803333333
87,15,8.2,7.46
87,16,7.8,7.106666667
87,26,NaN,5.723333333
87,27,NaN,6.21
87,28,NaN,7.01
87,33,7.35,7.653333333
87,34,7.2,7.76
94,5,NaN,7.906666667
94,6,8.7,8.106666667
94,7,7.45,8.396666667
94,8,8,9.14
94,9,8.9,8.8
94,10,9,9.17
94,12,9.7,10.32
94,14,9.4,8.183333333
94,15,6.9,7.46
94,16,7.8,7.106666667
94,18,7.2,6.896666667
94,19,6.9,6.14
94,21,5.66,5.353333333
94,22,5.1,5.536666667
94,23,5.08,5.656666667
94,24,5.8,6.043333333
94,25,6.34,5.863333333
94,26,5.14,5.723333333
94,28,6,7.01
94,29,7.2,7.726666667
94,31,8.5,8.41
94,32,8.4,7.843333333
94,35,7.3,7.746666667
94,37,7,6.99
94,39,5.1,5.56
94,40,5.5,5.376666667
94,41,5.4,4.54
94,42,4.2,3.893333333
94,43,3.6,3.68
94,44,3.7,3.083333333
94,45,3.2,3.07
94,46,2.9,2.96
94,47,3.1,2.966666667
94,48,3.1,3.003333333
94,49,3.2,3.06
94,50,2.9,3.243333333
94,51,3.4,3.986666667
94,52,4.1,4.476666667
94,53,4.7,5.28
94,54,5.6,5.736666667
94,56,5.5,5.366666667
94,57,5,5.26
94,58,4.6,4.93
94,59,4.5,5.02
94,60,5,5.096666667
94,61,5.4,4.976666667
94,63,5.2,5.046666667
94,64,5.7,5.046666667
94,65,5.3,5.09
94,66,5.1,5.053333333
94,68,5,4.823333333
94,69,4.8,4.253333333
94,71,4.46,4.453333333
94,72,4.49,4.65
94,73,5.02,5.043333333
94,75,5.59,5.713333333
94,79,4.2,3.66
94,80,3.3,3.17
99,7,7.38,8.396666667
99,8,8.05,9.14
99,9,9.05,8.8
99,10,8.6,9.17
99,11,8.72,9.796666667
99,14,8.7,8.183333333
99,15,7.9,7.46
99,16,7.05,7.106666667
99,17,7.5,7.166666667
99,18,7.1,6.896666667
99,19,6.6,6.14
99,20,6.3,5.523333333
99,25,6,5.863333333
99,27,5.8,6.21
99,28,6.5,7.01
99,29,6.9,7.726666667
99,30,8.3,8.54
99,31,8.9,8.41
99,32,8.1,7.843333333
99,33,7.9,7.653333333
99,35,7.9,7.746666667
99,37,7.2,6.99
99,39,6.2,5.56
99,40,5.8,5.376666667
99,41,5.6,4.54
99,42,5.1,3.893333333
99,43,3.9,3.68
99,44,4,3.083333333
99,46,3.1,2.96
99,47,3,2.966666667
99,48,3.1,3.003333333
99,49,3.2,3.06
99,50,3.2,3.243333333
99,51,3.4,3.986666667
99,53,4.4,5.28
99,55,5.98,5.596666667
99,56,5.8,5.366666667
99,58,5.2,4.93
99,60,5.1,5.096666667
99,62,5.2,5.06
99,64,5.4,5.046666667
99,66,5.1,5.053333333
99,68,5.5,4.823333333
