MZ_data_mat_h31,MZ_data_mat_h32,MZ_data_mat_h33,MZ_data_mat_h34
526,128,0.154,0.046666667
526,130,0.139,0.026666667
526,132,0.187,0.026666667
526,133,0.446,0.02
526,134,0.446,0.04
527,93,3.28,2.863333333
527,94,2.9,3.36
527,95,3.7,3.826666667
527,96,4.05,4.393333333
527,97,4.45,4.703333333
527,98,4.6,4.906666667
527,99,4.5,4.903333333
527,100,5.25,4.983333333
527,101,4.8,4.736666667
527,102,4.65,4.303333333
527,103,4.9,3.39
527,104,4.4,2.043333333
527,105,4.95,1.626666667
527,106,3.5,1.493333333
527,107,1.55,0.296666667
527,109,2.35,0.173333333
527,110,1.35,0.156666667
527,112,0.2,0.106666667
527,113,0.23,0.146666667
527,114,0.5,0.156666667
527,115,0.95,0.136666667
527,116,1.27,0.126666667
527,117,0.15,0.046666667
527,118,0.15,0.023333333
527,119,0.14,0.013333333
527,120,0.55,0.066666667
527,121,0.05,0.086666667
527,122,0.06,0.103333333
527,123,0.03,0.086666667
527,124,0.08,0.086666667
527,125,0.09,0.05
527,126,0.1,0.033333333
527,127,0.08,0.063333333
527,128,0.08,0.046666667
527,130,0.08,0.026666667
527,131,0.13,0.023333333
527,133,0.4,0.02
527,134,0.33,0.04
527,135,0.45,0.123333333
527,136,0.6,0.286666667
527,137,0.9,0.256666667
527,139,0.75,0.43
527,141,0.58,0.89
527,142,0.8,1.036666667
527,143,1.2,1.206666667
527,144,1.25,1.56
527,145,1.4,1.84
527,146,1.65,2.04
528,95,NaN,3.826666667
528,96,NaN,4.393333333
528,97,NaN,4.703333333
528,98,NaN,4.906666667
528,99,NaN,4.903333333
528,100,NaN,4.983333333
528,101,NaN,4.736666667
528,102,NaN,4.303333333
528,103,NaN,3.39
528,104,NaN,2.043333333
528,105,NaN,1.626666667
528,106,NaN,1.493333333
528,107,NaN,0.296666667
528,108,NaN,0.213333333
528,109,NaN,0.173333333
528,110,NaN,0.156666667
528,111,NaN,0.056666667
528,112,0.455,0.106666667
528,113,0.95,0.146666667
528,114,1.0477,0.156666667
528,115,0.97,0.136666667
528,116,1.38,0.126666667
528,117,0.55,0.046666667
528,118,0.2,0.023333333
528,119,0.31,0.013333333
528,127,0.11,0.063333333
528,128,0.06,0.046666667
528,129,0.1,0.033333333
528,137,0.775,0.256666667
528,138,1.115,0.296666667
528,139,1.025,0.43
528,141,0.275,0.89
528,149,2.7681,2.3
528,150,2.7783,1.98
532,96,4.3,4.393333333
532,97,4.5,4.703333333
532,98,4.4,4.906666667
532,99,4.7,4.903333333
532,100,5,4.983333333
532,101,6,4.736666667
532,102,5.5,4.303333333
532,103,5.3,3.39
532,104,5.3,2.043333333
532,105,5.3,1.626666667
532,106,3.7,1.493333333
532,107,2.7,0.296666667
532,108,2.3,0.213333333
532,109,2.5,0.173333333
532,110,1.25,0.156666667
532,111,0.2,0.056666667
532,114,1,0.156666667
532,115,1,0.136666667
532,116,0.2,0.126666667
532,117,0.2,0.046666667
532,118,0.2,0.023333333
532,119,0.2,0.013333333
532,120,0.3,0.066666667
532,121,0.3,0.086666667
532,122,0.1,0.103333333
532,123,0.1,0.086666667
532,124,0.1,0.086666667
532,125,0.1,0.05
532,126,0.1,0.033333333
532,127,0.1,0.063333333
532,128,0.1,0.046666667
532,129,0.1,0.033333333
532,130,0.1,0.026666667
532,131,0.1,0.023333333
532,132,0.1,0.026666667
532,133,0.1,0.02
532,136,0.5,0.286666667
532,138,0.9,0.296666667
532,139,0.4,0.43
532,140,0.9,0.59
532,142,0.6,1.036666667
532,143,NaN,1.206666667
532,144,1.3,1.56
532,145,1.3,1.84
532,146,1.4,2.04
532,147,1.9,2.316666667
532,148,2.2,2.386666667
532,149,2.7,2.3
532,150,3,1.98
533,96,3.5,4.393333333
533,97,4,4.703333333
533,98,4.25,4.906666667
533,99,4.25,4.903333333
533,101,4.4,4.736666667
533,103,4.5,3.39
533,105,4.5,1.626666667
533,109,1.5,0.173333333
533,120,0.25,0.066666667
533,125,0.01,0.05
533,132,0.05,0.026666667
533,134,0.25,0.04
533,136,0.8,0.286666667
533,137,0.85,0.256666667
533,138,0.3,0.296666667
533,139,0.35,0.43
533,140,0.62,0.59
533,147,1.8,2.316666667
535,96,4.51,4.393333333
535,97,4.94,4.703333333
535,98,5.09,4.906666667
535,99,5.38,4.903333333
535,100,5.4,4.983333333
535,101,5.31,4.736666667
535,102,5.1,4.303333333
535,103,5.3,3.39
535,104,5.45,2.043333333
535,105,5.6,1.626666667
535,106,4.4,1.493333333
535,107,1.7,0.296666667
535,108,1.9,0.213333333
535,109,2.3,0.173333333
535,110,0.9,0.156666667
535,111,0.45,0.056666667
535,112,0.6,0.106666667
535,113,0.75,0.146666667
535,115,2.75,0.136666667
535,116,0.8,0.126666667
535,117,0.35,0.046666667
535,118,0.2,0.023333333
535,119,0.6,0.013333333
535,120,1.7,0.066666667
535,122,0.04,0.103333333
535,123,0.03,0.086666667
535,124,0.1,0.086666667
535,125,0.15,0.05
535,127,0.09,0.063333333
535,128,0.09,0.046666667
535,130,0.09,0.026666667
535,131,0.1,0.023333333
535,132,0.11,0.026666667
535,133,0.3,0.02
535,134,0.73,0.04
535,136,0.96,0.286666667
535,137,1.4,0.256666667
535,138,1.43,0.296666667
535,139,1.5,0.43
535,140,0.98,0.59
535,141,1,0.89
535,142,1.25,1.036666667
535,143,1.5,1.206666667
535,144,1.7,1.56
535,145,1.69,1.84
535,146,1.92,2.04
535,147,2.21,2.316666667
535,148,2.52,2.386666667
535,149,2.8,2.3
535,150,2.99,1.98
538,96,4.76,4.393333333
538,97,4.95,4.703333333
538,98,4.9,4.906666667
538,100,5.45,4.983333333
538,105,4.95,1.626666667
538,110,0.75,0.156666667
538,111,0.5,0.056666667
538,112,0.3,0.106666667
538,115,0.15,0.136666667
538,119,0.16,0.013333333
539,96,4.7,4.393333333
539,97,4.9,4.703333333
539,98,5,4.906666667
539,99,5,4.903333333
539,100,5.5,4.983333333
539,101,5.5,4.736666667
539,102,5.7,4.303333333
539,103,5.7,3.39
539,104,5.4,2.043333333
539,106,4.5,1.493333333
539,107,2,0.296666667
540,101,5.86,4.736666667
540,102,5.49,4.303333333
540,103,5.38,3.39
540,104,5.46,2.043333333
540,105,5.04,1.626666667
540,106,3.91,1.493333333
540,107,2.22,0.296666667
540,108,2.22,0.213333333
540,109,2.53,0.173333333
540,110,1.93,0.156666667
540,111,0.4,0.056666667
540,112,0.51,0.106666667
540,113,0.56,0.146666667
540,114,0.6,0.156666667
540,115,0.51,0.136666667
540,116,0.63,0.126666667
540,117,0.38,0.046666667
540,118,0.23,0.023333333
540,119,0.25,0.013333333
540,120,0.38,0.066666667
540,121,0.43,0.086666667
540,122,0.32,0.103333333
540,123,0.1,0.086666667
540,124,0.15,0.086666667
540,125,0.15,0.05
540,126,0.22,0.033333333
540,127,0.17,0.063333333
540,128,0.16,0.046666667
540,129,0.11,0.033333333
540,130,0.13,0.026666667
540,138,0.74,0.296666667
541,96,3.75,4.393333333
541,97,4,4.703333333
541,98,4.5,4.906666667
541,99,NaN,4.903333333
541,100,NaN,4.983333333
541,101,4.75,4.736666667
541,102,NaN,4.303333333
541,103,4.85,3.39
541,104,5.25,2.043333333
541,105,5.35,1.626666667
541,107,NaN,0.296666667
541,108,NaN,0.213333333
541,109,NaN,0.173333333
541,111,NaN,0.056666667
541,112,NaN,0.106666667
541,114,0.2,0.156666667
541,115,0.2,0.136666667
541,116,0.6,0.126666667
541,118,0.16,0.023333333
542,96,NaN,4.393333333
542,97,4.1,4.703333333
542,98,4.399,4.906666667
542,99,4.534,4.903333333
542,100,5.28,4.983333333
542,102,5.5669,4.303333333
542,103,5.47,3.39
542,104,5.5,2.043333333
542,105,5.5136,1.626666667
542,106,4.4058,1.493333333
542,107,2.5,0.296666667
542,108,2.198,0.213333333
542,109,2.8628,0.173333333
542,110,NaN,0.156666667
542,111,0.3,0.056666667
542,112,0.2,0.106666667
542,115,0.7,0.136666667
542,116,1,0.126666667
542,118,0.15,0.023333333
542,119,0.15,0.013333333
542,120,0.2,0.066666667
542,121,0.2,0.086666667
542,122,0.1,0.103333333
542,123,0.01,0.086666667
542,124,0.1,0.086666667
542,125,0.1,0.05
542,126,0.1,0.033333333
542,127,0.1,0.063333333
542,128,0.1,0.046666667
542,129,0.1,0.033333333
542,130,0.1,0.026666667
542,131,0.1,0.023333333
542,132,0.1,0.026666667
542,133,NaN,0.02
542,134,NaN,0.04
542,135,NaN,0.123333333
542,136,NaN,0.286666667
542,137,NaN,0.256666667
542,138,NaN,0.296666667
542,139,NaN,0.43
542,140,NaN,0.59
542,141,NaN,0.89
542,143,NaN,1.206666667
542,145,2.1,1.84
542,146,NaN,2.04
542,150,NaN,1.98
543,96,3.86,4.393333333
543,97,4.228,4.703333333
543,98,4.56,4.906666667
543,99,NaN,4.903333333
543,100,4.7608,4.983333333
543,101,4.9625,4.736666667
543,102,4.9625,4.303333333
543,103,4.9439,3.39
543,104,4.9347,2.043333333
543,105,4.7707,1.626666667
543,106,4.151,1.493333333
543,107,2.2869,0.296666667
543,108,1.7447,0.213333333
543,109,2.6089,0.173333333
543,110,0.6972,0.156666667
543,111,0.3739,0.056666667
543,112,0.2054,0.106666667
543,113,0.2604,0.146666667
544,96,4,4.393333333
544,97,4.35,4.703333333
544,98,4.56,4.906666667
544,99,4.9,4.903333333
544,100,5.1,4.983333333
544,101,5.2,4.736666667
544,102,4.95,4.303333333
544,103,4.97,3.39
544,104,4.96,2.043333333
544,105,4.95,1.626666667
544,106,4.08,1.493333333
544,108,1.85,0.213333333
544,110,0.45,0.156666667
544,111,0.37,0.056666667
544,112,0.26,0.106666667
546,97,4.35,4.703333333
546,98,5.2,4.906666667
546,99,5.35,4.903333333
546,100,5.35,4.983333333
546,101,5.6,4.736666667
546,102,5.5,4.303333333
546,103,5.55,3.39
546,104,4.9,2.043333333
546,105,5,1.626666667
546,106,4.1,1.493333333
546,107,2.2,0.296666667
546,108,1.6,0.213333333
546,109,2.4,0.173333333
546,110,1.1,0.156666667
546,111,0.4,0.056666667
546,112,0.6,0.106666667
546,114,1,0.156666667
546,115,0.95,0.136666667
546,116,0.95,0.126666667
546,117,0.15,0.046666667
546,118,0.15,0.023333333
546,120,1,0.066666667
546,121,0.1,0.086666667
546,122,0.05,0.103333333
546,123,0.05,0.086666667
546,124,0.1,0.086666667
546,125,0.1,0.05
546,126,0.1,0.033333333
546,127,0.1,0.063333333
546,128,0.1,0.046666667
546,129,0.1,0.033333333
546,130,0.1,0.026666667
546,131,0.15,0.023333333
546,132,0.2,0.026666667
546,133,0.45,0.02
546,134,0.6,0.04
546,135,0.8,0.123333333
546,136,0.85,0.286666667
546,137,1,0.256666667
546,138,0.85,0.296666667
546,139,1.1,0.43
546,140,0.9,0.59
546,141,0.7,0.89
546,142,0.8,1.036666667
546,143,1.1,1.206666667
546,144,1.45,1.56
546,145,1.7,1.84
546,146,1.95,2.04
546,147,2.1,2.316666667
546,148,2.4,2.386666667
546,149,2.75,2.3
546,150,3.6,1.98
548,97,4.32,4.703333333
548,98,4.603,4.906666667
548,99,5.102,4.903333333
548,100,5.2054,4.983333333
548,101,5.3912,4.736666667
548,102,4.3926,4.303333333
548,103,4.5812,3.39
548,104,4.9739,2.043333333
548,105,4.9661,1.626666667
548,106,4.5193,1.493333333
548,107,1.7,0.296666667
548,108,1.9593,0.213333333
548,109,2.9735,0.173333333
548,110,1.1526,0.156666667
548,111,NaN,0.056666667
548,112,0.4043,0.106666667
548,114,0.6977,0.156666667
548,115,1.6476,0.136666667
548,116,1.7133,0.126666667
548,118,0.324,0.023333333
548,119,0.3491,0.013333333
548,120,0.7278,0.066666667
548,122,0.0827,0.103333333
548,123,0.0428,0.086666667
548,124,0.0793,0.086666667
548,125,0.081,0.05
548,126,0.119,0.033333333
548,127,0.0788,0.063333333
548,128,0.0916,0.046666667
548,129,0.1105,0.033333333
548,130,0.0845,0.026666667
548,131,0.0581,0.023333333
548,132,0.0632,0.026666667
548,133,0.2459,0.02
548,134,0.35,0.04
548,135,0.33,0.123333333
548,136,0.29,0.286666667
548,137,0.56,0.256666667
548,138,0.72,0.296666667
548,139,0.96,0.43
548,140,0.76,0.59
548,141,0.97,0.89
548,142,0.72,1.036666667
548,143,1.31,1.206666667
548,144,1.17,1.56
548,145,1.47,1.84
548,146,1.7,2.04
548,147,1.78,2.316666667
548,148,2.32,2.386666667
549,99,4.25,4.903333333
549,100,3.9,4.983333333
549,101,3.9,4.736666667
549,102,4.2,4.303333333
549,103,3.7,3.39
549,104,4.2,2.043333333
549,105,4.6,1.626666667
549,106,3.7,1.493333333
549,107,1.9,0.296666667
549,108,1.4,0.213333333
549,109,1.6,0.173333333
549,110,0.85,0.156666667
549,111,0.2,0.056666667
549,112,0.35,0.106666667
549,113,0.5,0.146666667
549,114,0.25,0.156666667
549,115,0.5,0.136666667
549,116,1.1,0.126666667
549,117,0.37,0.046666667
549,118,0.25,0.023333333
549,119,NaN,0.013333333
549,120,NaN,0.066666667
549,121,NaN,0.086666667
549,122,NaN,0.103333333
549,123,NaN,0.086666667
549,124,NaN,0.086666667
549,125,NaN,0.05
549,126,NaN,0.033333333
549,127,NaN,0.063333333
549,128,NaN,0.046666667
549,129,NaN,0.033333333
549,130,NaN,0.026666667
549,131,NaN,0.023333333
549,132,0.08,0.026666667
549,133,0.08,0.02
549,134,0.3,0.04
549,135,0.71,0.123333333
549,136,0.55,0.286666667
549,137,0.66,0.256666667
549,138,0.48,0.296666667
549,139,0.79,0.43
549,140,0.65,0.59
549,141,NaN,0.89
549,142,0.7,1.036666667
549,143,0.78,1.206666667
549,144,1.19,1.56
549,145,1.33,1.84
549,146,1.72,2.04
549,147,2.1,2.316666667
549,148,2.33,2.386666667
549,149,2.44,2.3
549,150,2.77,1.98
553,106,4.3,1.493333333
553,107,3.7,0.296666667
553,108,2.2,0.213333333
553,109,2.3,0.173333333
553,110,0.5,0.156666667
553,111,0.3,0.056666667
553,112,0.5,0.106666667
553,114,0.5,0.156666667
553,115,0.8,0.136666667
553,116,1,0.126666667
553,119,0.14,0.013333333
553,120,0.25,0.066666667
553,122,0.06,0.103333333
553,123,0.01,0.086666667
553,124,0.08,0.086666667
553,125,0.1,0.05
553,126,0.11,0.033333333
553,127,0.3,0.063333333
553,128,0.1,0.046666667
553,129,0.15,0.033333333
553,130,0.15,0.026666667
553,131,0.11,0.023333333
553,132,0.1,0.026666667
553,133,0.2,0.02
553,134,0.5,0.04
553,135,0.8,0.123333333
553,137,0.71,0.256666667
553,138,0.9,0.296666667
553,139,1.15,0.43
553,140,1.15,0.59
553,141,0.76,0.89
553,142,0.83,1.036666667
553,143,1.1,1.206666667
553,145,1.4,1.84
553,146,1.67,2.04
553,147,2.152,2.316666667
553,148,2.352,2.386666667
553,149,2.6,2.3
555,106,3.8,1.493333333
555,107,2.8,0.296666667
555,108,2.2,0.213333333
555,109,1.9,0.173333333
555,110,0.7,0.156666667
555,111,0.4,0.056666667
555,112,0.4,0.106666667
555,113,0.4,0.146666667
555,114,0.2,0.156666667
555,115,0.55,0.136666667
555,116,1.2,0.126666667
555,117,0.3,0.046666667
555,118,0.3,0.023333333
555,119,0.3,0.013333333
555,120,0.6,0.066666667
555,121,0.25,0.086666667
555,122,0.15,0.103333333
555,123,0.15,0.086666667
555,125,0.2,0.05
555,126,0.2,0.033333333
555,127,0.3,0.063333333
555,128,0.2,0.046666667
555,129,0.2,0.033333333
555,130,0.15,0.026666667
555,131,0.2,0.023333333
555,133,0.56,0.02
555,134,0.8,0.04
555,135,1.0093,0.123333333
555,136,1.15,0.286666667
555,137,1.15,0.256666667
555,138,0.9,0.296666667
555,139,1.18,0.43
555,140,0.91,0.59
555,141,0.78,0.89
555,142,0.84,1.036666667
555,143,1.02,1.206666667
555,144,1.45,1.56
555,145,1.6,1.84
555,146,1.67,2.04
555,147,2.15,2.316666667
555,148,2.6,2.386666667
555,149,2.6,2.3
555,150,3.05,1.98
557,107,2.9167,0.296666667
557,108,2.25,0.213333333
557,109,2.15,0.173333333
557,110,1.205,0.156666667
557,111,0.3512,0.056666667
557,112,0.2247,0.106666667
557,113,0.2347,0.146666667
557,114,0.06,0.156666667
557,115,0.1866,0.136666667
557,116,0.58,0.126666667
557,118,0.2955,0.023333333
557,119,0.333,0.013333333
557,120,0.39,0.066666667
557,121,0.86,0.086666667
557,122,0.39,0.103333333
557,123,NaN,0.086666667
557,124,0.18,0.086666667
557,125,0.2,0.05
557,126,0.2,0.033333333
557,127,0.25,0.063333333
557,128,0.14,0.046666667
557,129,0.13,0.033333333
557,130,0.19,0.026666667
557,131,0.2,0.023333333
557,132,0.14,0.026666667
557,133,0.05,0.02
557,134,0.17,0.04
557,135,0.2,0.123333333
557,136,0.42,0.286666667
557,137,0.58,0.256666667
557,138,0.79,0.296666667
557,139,0.67,0.43
557,140,1,0.59
557,141,0.5521,0.89
557,142,0.85,1.036666667
557,143,1.06,1.206666667
557,144,1.5067,1.56
557,145,1.351,1.84
557,146,1.6925,2.04
557,147,1.92,2.316666667
557,148,2.5667,2.386666667
557,149,2.8067,2.3
557,150,3.0433,1.98
558,112,0.3712,0.106666667
558,114,0.1907,0.156666667
558,115,0.2655,0.136666667
558,116,0.445,0.126666667
558,117,0.759,0.046666667
558,118,0.521,0.023333333
558,119,0.6372,0.013333333
558,120,0.8145,0.066666667
558,121,0.3448,0.086666667
558,122,0.3525,0.103333333
559,109,2,0.173333333
559,111,NaN,0.056666667
559,116,1,0.126666667
559,120,1,0.066666667
559,122,NaN,0.103333333
559,123,0.05,0.086666667
559,124,0.1,0.086666667
559,125,0.1,0.05
559,126,0.1,0.033333333
559,127,0.1,0.063333333
559,128,0.1,0.046666667
559,131,0.2,0.023333333
559,132,0.12,0.026666667
559,133,0.12,0.02
559,134,0.75,0.04
559,135,0.52,0.123333333
559,136,0.9,0.286666667
559,137,0.76,0.256666667
559,138,0.75,0.296666667
559,140,0.78,0.59
559,141,0.73,0.89
559,142,0.83,1.036666667
559,144,1.32,1.56
559,146,1.34,2.04
559,147,2.02,2.316666667
559,149,2.6,2.3
560,110,2.25,0.156666667
560,111,1,0.056666667
560,112,1,0.106666667
560,113,1,0.146666667
560,114,0.9,0.156666667
560,115,0.9,0.136666667
560,116,0.9,0.126666667
560,117,0.9,0.046666667
560,118,NaN,0.023333333
560,119,NaN,0.013333333
560,122,0.5,0.103333333
560,125,0.1572,0.05
560,126,0.1,0.033333333
560,127,0.373,0.063333333
560,129,0.16,0.033333333
560,134,NaN,0.04
560,136,0.15,0.286666667
560,137,0.35,0.256666667
560,142,NaN,1.036666667
560,143,NaN,1.206666667
563,116,0.3,0.126666667
563,117,0.22,0.046666667
563,118,0.24,0.023333333
563,119,0.16,0.013333333
563,120,0.16,0.066666667
563,121,0.07,0.086666667
563,122,0.04,0.103333333
563,123,0.02,0.086666667
563,124,0.11,0.086666667
563,125,0.13,0.05
563,126,0.14,0.033333333
563,127,0.11,0.063333333
563,128,0.1,0.046666667
563,129,0.09,0.033333333
563,130,0.06,0.026666667
563,131,0.09,0.023333333
563,132,0.08,0.026666667
563,133,0.07,0.02
563,134,0.07,0.04
563,135,0.09,0.123333333
563,136,0.1,0.286666667
563,137,0.5,0.256666667
563,138,0.6,0.296666667
563,139,0.15,0.43
563,140,0.33,0.59
563,141,0.4,0.89
563,142,0.37,1.036666667
563,143,0.55,1.206666667
563,144,1,1.56
563,145,1.3,1.84
563,146,1.3,2.04
563,147,1.7,2.316666667
563,148,1.9,2.386666667
563,149,2.2,2.3
563,150,2.4,1.98
568,119,0.14,0.013333333
568,120,0.13,0.066666667
568,121,0.05,0.086666667
568,122,0.02,0.103333333
568,123,0.01,0.086666667
568,124,0.07,0.086666667
568,125,0.07,0.05
568,126,0.1,0.033333333
568,127,0.1,0.063333333
568,128,0.1,0.046666667
568,130,0.05,0.026666667
568,131,0.05,0.023333333
568,132,0.05,0.026666667
568,133,0.2,0.02
568,134,0.5,0.04
568,135,0.5,0.123333333
568,136,0.5,0.286666667
568,137,0.75,0.256666667
568,138,1.15,0.296666667
568,139,0.75,0.43
568,140,0.65,0.59
568,141,0.62,0.89
568,142,0.75,1.036666667
568,143,1,1.206666667
568,144,1.25,1.56
568,145,1.35,1.84
568,146,1.5,2.04
568,147,2.2,2.316666667
568,148,2.5,2.386666667
568,149,2.58,2.3
568,150,2.7,1.98
569,123,0.2,0.086666667
569,124,0.2,0.086666667
569,126,0.1,0.033333333
569,127,0.1,0.063333333
569,128,0.1,0.046666667
569,130,0.1,0.026666667
569,132,0.4,0.026666667
569,133,0.6,0.02
569,134,0.6,0.04
569,135,0.6,0.123333333
569,136,0.9,0.286666667
569,137,0.9,0.256666667
569,138,0.9,0.296666667
569,139,1,0.43
569,140,1.2,0.59
569,141,1.2,0.89
569,142,1.1,1.036666667
569,143,1.4,1.206666667
569,144,1.7,1.56
569,145,1.9,1.84
569,146,1.9,2.04
569,147,2.25,2.316666667
569,148,2.5,2.386666667
569,149,2.8,2.3
569,150,3,1.98
570,126,0.1,0.033333333
570,127,0.1,0.063333333
570,128,0.1,0.046666667
570,129,0.1,0.033333333
570,130,0.05,0.026666667
570,131,0.07,0.023333333
570,132,0.07,0.026666667
570,133,0.1,0.02
570,134,0.25,0.04
570,135,0.35,0.123333333
570,136,0.65,0.286666667
570,137,0.6905,0.256666667
570,138,0.75,0.296666667
570,139,0.7735,0.43
570,140,0.8,0.59
570,141,0.5,0.89
570,142,0.75,1.036666667
570,143,1.0523,1.206666667
570,144,1.2589,1.56
570,145,1.4,1.84
570,146,1.4,2.04
570,147,1.8552,2.316666667
570,148,2.4786,2.386666667
570,149,2.4875,2.3
570,150,2.75,1.98
572,125,0.15,0.05
572,127,0.11,0.063333333
572,129,0.1,0.033333333
572,130,0.06,0.026666667
572,131,0.06,0.023333333
572,132,0.1,0.026666667
572,133,0.2,0.02
572,134,0.34,0.04
572,135,0.6,0.123333333
572,136,0.78,0.286666667
572,137,0.78,0.256666667
572,138,0.65,0.296666667
572,139,0.6,0.43
572,140,0.9,0.59
572,141,0.53,0.89
572,142,0.8,1.036666667
572,143,1.18,1.206666667
572,144,1.47,1.56
572,145,1.67,1.84
572,146,1.57,2.04
572,147,1.93,2.316666667
572,148,2.15,2.386666667
572,149,2.73,2.3
572,150,2.9,1.98
574,128,0.1,0.046666667
574,129,0.25,0.033333333
574,130,0.25,0.026666667
574,131,0.2,0.023333333
574,132,0.1,0.026666667
574,133,0.2533,0.02
574,134,0.5533,0.04
574,135,0.8867,0.123333333
574,136,1.0967,0.286666667
574,137,1.4833,0.256666667
574,138,1.2,0.296666667
574,139,0.7633,0.43
574,140,1.0117,0.59
574,141,0.825,0.89
574,142,0.9467,1.036666667
574,143,1.23,1.206666667
574,144,1.45,1.56
574,145,1.95,1.84
574,146,1.8899,2.04
574,147,2.2,2.316666667
574,148,2.52,2.386666667
574,149,2.5933,2.3
574,150,2.9733,1.98
576,129,0.04,0.033333333
576,130,0.04,0.026666667
576,131,0.04,0.023333333
576,132,0.07,0.026666667
576,136,0.59,0.286666667
576,137,0.65,0.256666667
576,138,1,0.296666667
576,139,0.94,0.43
576,140,1.09,0.59
576,141,1.23,0.89
576,142,0.72,1.036666667
576,143,1.15,1.206666667
576,144,1.39,1.56
576,145,0.9521,1.84
576,146,1.41,2.04
576,147,1.55,2.316666667
576,148,1.96,2.386666667
576,149,2.08,2.3
576,150,2.77,1.98
577,129,0.1,0.033333333
577,130,0.08,0.026666667
577,131,0.22,0.023333333
577,132,0.08,0.026666667
577,133,0.09,0.02
577,134,0.06,0.04
577,135,0.03,0.123333333
577,136,0.03,0.286666667
577,137,0.04,0.256666667
577,139,0.8,0.43
577,140,0.63,0.59
577,142,0.4,1.036666667
577,143,1.33,1.206666667
577,145,1.63,1.84
577,149,2.51,2.3
577,150,2.43,1.98
578,131,0.1,0.023333333
578,132,0.1,0.026666667
578,133,0.2167,0.02
578,134,0.73,0.04
578,135,1.15,0.123333333
578,136,0.9804,0.286666667
578,137,0.86,0.256666667
578,138,0.86,0.296666667
578,139,0.78,0.43
578,140,0.78,0.59
578,141,0.78,0.89
578,142,0.86,1.036666667
578,143,1.28,1.206666667
578,144,1.3633,1.56
578,146,1.5633,2.04
578,147,2.1133,2.316666667
578,148,2.5133,2.386666667
578,149,2.6633,2.3
578,150,2.86,1.98
